Done,(1)willing to get their data added (2) KB+ never used,SubscriptionId,InstitutionName,JC Institution Name,NewJiscBand,LegacyJiscBand,Sector,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry,AgreementName,AgreementStartDate,AgreementEndDate,LicenceType,SubscriptionStatus,Agreement Type
,,36276,Cranfield_University,Cranfield University,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,45503,Cranfield_University,Cranfield University,,,,,Environment Digimap (2013-2014),2013-12-17,2014-07-31,,,,,,
,,33520,Cranfield_University,Cranfield University,,,,,Geology Digimap: 2010-2016 Agreement,2010-12-21,2016-07-31,,,,,,
,,42291,Cranfield_University,Cranfield University,,,,,Historic Digimap 2013-2016 agreement,2013-08-01,2016-07-31,,,,,,
,,40886,Cranfield_University,Cranfield University,,,,,IMechE NESLi2 SMP 2013-2014 offer,2013-01-01,2014-12-31,,,,,,
,,45499,Cranfield_University,Cranfield University,,,,,Institution of Civil Engineers Virtual Library Archive (1836-2001),2014-01-01,2018-12-31,,,,,,
,,37175,Cranfield_University,Cranfield University,,,,,Internet Archaeology and Internet Archaeology Archive 1996-2006 ,2012-02-07,2014-12-31,,,,,,
,,44109,Cranfield_University,Cranfield University,,,,,Journal Citation Reports 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,41649,Cranfield_University,Cranfield University,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-03-14,2018-02-06,,,,,,
,,37573,Cranfield_University,Cranfield University,,,,,Knovel Interactive Library 2012 - 2015,2012-08-01,2015-07-31,,,,,,
,,44911,Cranfield_University,Cranfield University,,,,,Nature Publishing Group NESLi2 Journals Agreement 2014,2014-01-01,2014-12-31,,,,,,
,,35769,Cranfield_University,Cranfield University,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2011-09-05,2014-07-31,,,,,,
,,39860,Cranfield_University,Cranfield University,,,,,Royal Society of Chemistry NESLi2 2013-15 RSC Gold offer,2013-01-01,2015-12-31,,,,,,
,,45501,Cranfield_University,Cranfield University,,,,,RSC Journals Archive 1841-2007 for NESLi2 subscribers,2014-01-01,2018-12-31,,,,,,
,,41877,Cranfield_University,Cranfield University,,,,,RSC Journals Archive 2005-2007 for NESLi2 and/or 1841-2004 Archive Subscribers,2013-04-29,2018-12-31,,,,,,
,,41098,Cranfield_University,Cranfield University,,,,,SAGE NESLi2 2013-14 Offer,2012-12-20,2014-12-31,,,,,,
,,34413,Cranfield_University,Cranfield University,,,,,SciVerse Scopus ,2011-05-27,2015-03-31,,,,,,
,,45900,Cranfield_University,Cranfield University,,,,,SCOAP3 Project,2014-01-01,2016-12-31,,,,,,
,,40042,Cranfield_University,Cranfield University,,,,,Springer Science+Business Media NESLi2 2013-2015 Option 1 offer: Closed Consortium Option,2013-01-01,2015-12-31,,,,,,
,,41982,Cranfield_University,Cranfield University,,,,,SpringerProtocols,2013-05-02,2017-12-31,,,,,,
,,42785,Cranfield_University,Cranfield University,,,,,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive",2013-07-02,2016-06-30,,,,,,
,,44108,Cranfield_University,Cranfield University,,,,,Web of Science 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,30046,Cranfield_University,Cranfield University,,,,,Web of Science Backfiles,2007-08-31,2110-08-30,,,,,,
,,37072,Cranfield_University,Cranfield University,,,,,Wiley Online Library NESLi2 2012-2014,2012-01-13,2014-12-31,,,,,,
,,46425,Durham_University,Durham University,,,,,Bridgeman Education (Annual Commitment) 2014-2017,2014-04-01,2017-03-31,,,,,,
,,39584,Durham_University,Durham University,,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection from 2013-2014",2012-11-01,2014-10-31,,,,,,
,,42867,Durham_University,Durham University,,,,,19th Century British Library Newspapers ,2013-08-01,2014-03-24,,,,,,
,,42114,Durham_University,Durham University,,,,,"19th Century UK Periodicals Online, Series 1 2012-2015 Agreement",2013-05-16,2015-07-31,,,,,,
,,35047,Durham_University,Durham University,,,,,ACLS Humanities E-Book - Single Payment Discount 2011-2014,2011-08-01,2014-07-31,,,,,,
,,42843,Durham_University,Durham University,,,,,American Chemical Society Legacy Archives ,2013-08-01,2113-07-31,,,,,,
,,39588,Durham_University,Durham University,,,,,American Chemical Society NESLi2 2013-15 agreement,2013-01-01,2015-12-31,,,,,,
,,45546,Durham_University,Durham University,,,,,American Institute of Physics (AIP) NESLi2 - 2014 to 2016 agreement,2014-01-01,2016-12-31,,,,,,
,,36059,Durham_University,Durham University,,,,,Annual Reviews NESLi2 2012-2014 agreement (3 year commitment) ,2012-01-01,2014-12-31,,,,,,
,,45637,Durham_University,Durham University,,,,,BioMed Central and SpringerOpen Supporter Membership 2014,2014-01-02,2014-12-31,,,,,,
,,25847,Durham_University,Durham University,,,,,BIOSIS Previews Backfile 1969-2008,2009-12-03,2112-09-30,,,,,,
,,40346,Durham_University,Durham University,,,,,Bridgeman Education,2012-10-22,2014-03-31,,,,,,
,,42528,Durham_University,Durham University,,,,,"Brill Journal Archive Online Parts 1, 1a and 2  (JOBA1 & 2) - Vol 1 to 2009 - June 2013 to December 2018",2013-06-14,2018-12-31,,,,,,
,,44744,Durham_University,Durham University,,,,,Brill NESLi2 SMP 2014 offer,2014-01-01,2014-12-31,,,,,,
,,43078,Durham_University,Durham University,,,,,Britannica Online Academic Edition and Image Quest Package - 2013 to 2015,2013-08-01,2015-07-31,,,,,,
,,44460,Durham_University,Durham University,,,,,British History Online Premium Content 2013 - 2016,2013-11-01,2018-10-31,,,,,,
,,33994,Durham_University,Durham University,,,,,British Standards Online,2011-06-01,2014-05-31,,,,,,
,,39538,Durham_University,Durham University,,,,,Bureau van Dijk Databases 2012-2015 Agreement ,2012-12-01,2015-11-30,,,,,,
,,32080,Durham_University,Durham University,,,,,Cambridge Journals Digital Archive,2010-08-19,2015-06-30,,,,,,
,,36923,Durham_University,Durham University,,,,,Cell Press NESLi2 2012 to 2016 offer,2012-01-01,2016-12-31,,,,,,
,,33940,Durham_University,Durham University,,,,,Credo Reference 500+ (standard package) 2011-2014,2011-06-01,2014-05-31,,,,,,
,,35054,Durham_University,Durham University,,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-08-01,2016-07-31,,,,,,
,,44461,Durham_University,Durham University,,,,,Early English Books Online - Text Creation Partnership 2014-2016,2014-01-01,2016-12-31,,,,,,
,,42162,Durham_University,Durham University,,,,,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2016",2013-08-01,2014-07-31,,,,,,
,,40977,Durham_University,Durham University,,,,,Electronic Enlightenment 2013-2014,2013-01-01,2014-08-31,,,,,,
,,41688,Durham_University,Durham University,,,,,Elsevier Gold OA 2013 Prepayment Scheme,2013-03-31,2014-04-01,,,,,,
,,36084,Durham_University,Durham University,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,44938,Durham_University,Durham University,,,,,Environment Digimap (2013-2014),2013-11-04,2014-07-31,,,,,,
,,27396,Durham_University,Durham University,,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2009-09-25,2014-08-31,,,,,,
,,44689,Durham_University,Durham University,,,,,Gale Virtual Reference Library e-book collection evidence-based purchase,2013-10-21,2014-03-31,,,,,,
,,30650,Durham_University,Durham University,,,,,Geology Digimap,2010-08-01,2016-07-31,,,,,,
,,43341,Durham_University,Durham University,,,,,Grove Art and Grove Music Online joint offer (discounted pricing) 2013-2014,2013-09-01,2014-08-31,,,,,,
,,43020,Durham_University,Durham University,,,,,Historic Digimap 2013-2016 agreement,2013-08-01,2016-07-31,,,,,,
,,40829,Durham_University,Durham University,,,,,IMechE NESLi2 SMP 2013-2014 offer,2013-01-01,2014-12-31,,,,,,
,,44419,Durham_University,Durham University,,,,,Institution of Civil Engineers Virtual Library Archive (1836-2001),2014-01-01,2018-12-31,,,,,,
,,45197,Durham_University,Durham University,,,,,IOP Publishing NESLi2 2014 agreement - Option 2,2014-01-01,2014-12-31,,,,,,
,,35316,Durham_University,Durham University,,,,,JISC eCollections for EEBO and ECCO subscribers,2011-08-01,2014-07-31,,,,,,
,,43589,Durham_University,Durham University,,,,,Journal Citation Reports 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,41405,Durham_University,Durham University,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-02-25,2018-02-06,,,,,,
,,37937,Durham_University,Durham University,,,,,JSTOR - Arts & Sciences I Collection 2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37938,Durham_University,Durham University,,,,,JSTOR - Arts & Sciences II Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37939,Durham_University,Durham University,,,,,JSTOR - Arts & Sciences III Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37940,Durham_University,Durham University,,,,,JSTOR - Arts & Sciences IV Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37946,Durham_University,Durham University,,,,,JSTOR - Arts & Sciences IX Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37941,Durham_University,Durham University,,,,,JSTOR - Arts & Sciences V Collection 2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37942,Durham_University,Durham University,,,,,JSTOR - Arts & Sciences VI Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37943,Durham_University,Durham University,,,,,JSTOR - Arts & Sciences VII Collection-2012 renewal ,2012-08-01,2015-07-31,,,,,,
,,37944,Durham_University,Durham University,,,,,JSTOR - Arts & Sciences VIII Collection 2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37945,Durham_University,Durham University,,,,,JSTOR - Arts & Sciences X Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37923,Durham_University,Durham University,,,,,JSTOR - Arts & Sciences XI Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,41787,Durham_University,Durham University,,,,,JSTOR - Arts & Sciences XII Collection,2013-04-18,2015-07-31,,,,,,
,,43720,Durham_University,Durham University,,,,,JSTOR - Business IV Collection-2012-15 renewal,2013-08-20,2015-07-31,,,,,,
,,41814,Durham_University,Durham University,,,,,JSTOR - Jewish Studies Collection,2013-04-25,2015-07-31,,,,,,
,,37947,Durham_University,Durham University,,,,,JSTOR - Life Sciences Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,45381,Durham_University,Durham University,,,,,Knowledge Unlatched Open Access eBooks 2013 Pilot Collection,2014-02-01,2114-12-31,,,,,,
,,40788,Durham_University,Durham University,,,,,Literature Online  2012 - 2015,2013-01-01,2015-12-31,,,,,,
,,44600,Durham_University,Durham University,,,,,Nature Publishing Group NESLi2 Journals Agreement 2014,2014-01-01,2014-12-31,,,,,,
,,42281,Durham_University,Durham University,,,,,Nineteenth Century Collections Online: archives 1-4  without MARC Records (2013-2016 for access via Cengage's platform),2013-05-31,2016-03-31,,,,,,
,,41368,Durham_University,Durham University,,,,,Open Access Key platform ,2013-02-14,2015-08-31,,,,,,
,,43350,Durham_University,Durham University,,,,,Oxford Dictionary of National Biography 2013-2014,2013-09-01,2014-08-31,,,,,,
,,43349,Durham_University,Durham University,,,,,Oxford English Dictionary Online 2013-2014,2013-09-01,2014-08-31,,,,,,
,,43351,Durham_University,Durham University,,,,,Oxford Islamic Studies Online 2013-2014,2013-09-01,2014-08-31,,,,,,
,,35768,Durham_University,Durham University,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2011-09-05,2014-07-31,,,,,,
,,43352,Durham_University,Durham University,,,,,Oxford Language Dictionaries Online 2013-2014,2013-09-01,2014-08-31,,,,,,
,,35030,Durham_University,Durham University,,,,,Portico,2011-09-01,2014-08-31,,,,,,
,,44655,Durham_University,Durham University,,,,,Project MUSE 2014 NESLi2 Agreement,2014-01-01,2014-12-31,,,,,,
,,44458,Durham_University,Durham University,,,,,Public Information Online 2013-2016,2013-11-01,2016-10-31,,,,,,
,,36801,Durham_University,Durham University,,,,,Reaxys 2011-2014,2011-12-09,2014-10-31,,,,,,
,,37909,Durham_University,Durham University,,,,,Royal Society of Chemistry NESLi2 2013-15 RSC Gold offer,2013-01-01,2015-12-31,,,,,,
,,45389,Durham_University,Durham University,,,,,RSC Journals Archive 1841-2007 for NESLi2 subscribers,2014-01-01,2018-12-31,,,,,,
,,41669,Durham_University,Durham University,,,,,RSC Journals Archive 2005-2007 for NESLi2 and/or 1841-2004 Archive Subscribers,2013-03-18,2018-12-31,,,,,,
,,45996,Durham_University,Durham University,,,,,SCOAP3 Project,2014-01-01,2016-12-31,,,,,,
,,45592,Durham_University,Durham University,,,,,SIAM Journals Collection NESLi2 SMP 2014,2014-01-01,2014-12-31,,,,,,
,,39676,Durham_University,Durham University,,,,,Springer Science+Business Media NESLi2 2013-2015 Option 1 offer: Closed Consortium Option,2013-01-01,2015-12-31,,,,,,
,,42074,Durham_University,Durham University,,,,,SpringerProtocols,2013-05-10,2017-12-31,,,,,,
,,42868,Durham_University,Durham University,,,,,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive",2013-07-05,2016-06-30,,,,,,
,,45587,Durham_University,Durham University,,,,,The Burney Collection ,2014-01-01,2015-07-31,,,,,,
,,37849,Durham_University,Durham University,,,,,The Literary Encyclopedia (2012 to 2015),2012-09-01,2015-08-31,,,,,,
,,34991,Durham_University,Durham University,,,,,The Times Digital Archive (1785-2006 and rolling) 2011-2014,2011-08-01,2014-07-31,,,,,,
,,43656,Durham_University,Durham University,,,,,Web of Knowledge Upgrade 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,36733,Durham_University,Durham University,,,,,Wiley Online Library NESLi2 2012-2014,2012-01-01,2014-12-31,,,,,,
,,44753,Edinburgh_Napier_University,Edinburgh Napier University,,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: Jisc Collections Selection from 2013-2014",2013-10-24,2014-10-31,,,,,,
,,44730,Edinburgh_Napier_University,Edinburgh Napier University,,,,,19th Century British Library Newspapers (2013-2014) ,2013-10-23,2014-03-24,,,,,,
,,40864,Edinburgh_Napier_University,Edinburgh Napier University,,,,,ACS SHEDL 2013-15 (American Chemical Society) offer,2013-01-01,2015-12-31,,,,,,
,,45075,Edinburgh_Napier_University,Edinburgh Napier University,,,,,American Chemical Society Legacy Archives ,2013-11-18,2113-07-31,,,,,,
,,34833,Edinburgh_Napier_University,Edinburgh Napier University,,,,,a-n The Artist Information Company 2011-14 renewal,2011-08-01,2014-07-31,,,,,,
,,25820,Edinburgh_Napier_University,Edinburgh Napier University,,,,,BFI InView ,2010-02-12,2014-08-31,,,,,,
,,25849,Edinburgh_Napier_University,Edinburgh Napier University,,,,,BIOSIS Previews Backfile 1969-2008,2010-02-19,2112-09-30,,,,,,
,,40628,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Bloomsbury Journals Collection SHEDL 2013-2015 offer ,2013-01-01,2015-12-31,,,,,,
,,42585,Edinburgh_Napier_University,Edinburgh Napier University,,,,,"Brill Journal Archive Online Parts 1, 1a and 2  (JOBA1 & 2) - Vol 1 to 2009 - June 2013 to December 2018",2013-06-19,2018-12-31,,,,,,
,,45680,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Brill Journals SHEDL agreement 2014-16,2014-01-01,2016-12-31,,,,,,
,,34617,Edinburgh_Napier_University,Edinburgh Napier University,,,,,British Standards Online,2011-06-02,2014-05-31,,,,,,
,,40717,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Bureau van Dijk Databases 2012-2015 Agreement ,2012-12-01,2015-11-30,,,,,,
,,32304,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Cambridge Journals Digital Archive,2010-09-09,2015-06-30,,,,,,
,,38341,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Cambridge University Press SHEDL 2012-2014 offer,2012-01-01,2014-12-31,,,,,,
,,35956,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-09-26,2016-07-31,,,,,,
,,43676,Edinburgh_Napier_University,Edinburgh Napier University,,,,,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2014",2013-08-19,2014-07-31,,,,,,
,,36118,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,45786,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Environment Digimap (2013-2014),2014-01-15,2014-07-31,,,,,,
,,40506,Edinburgh_Napier_University,Edinburgh Napier University,,,,,EUP SHEDL 2013-2015 (Edinburgh University Press) offer,2013-01-01,2015-12-31,,,,,,
,,43989,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Grove Music Online only 2013-2014,2013-09-10,2014-08-31,,,,,,
,,41175,Edinburgh_Napier_University,Edinburgh Napier University,,,,,IMechE NESLi2 SMP 2013-2014 offer,2013-01-01,2014-12-31,,,,,,
,,34611,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Info4education - Portal (All Products) Annual Commitment,2011-06-02,2014-05-31,,,,,,
,,41475,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-02-27,2018-02-06,,,,,,
,,37824,Edinburgh_Napier_University,Edinburgh Napier University,,,,,JSTOR - Arts & Sciences II Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37827,Edinburgh_Napier_University,Edinburgh Napier University,,,,,JSTOR - Biological Sciences Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37826,Edinburgh_Napier_University,Edinburgh Napier University,,,,,JSTOR - Business I Collection 2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37825,Edinburgh_Napier_University,Edinburgh Napier University,,,,,JSTOR - Language & Literature Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,45184,Edinburgh_Napier_University,Edinburgh Napier University,,,,,JSTOR - Music Collection-2012-15 renewal,2013-12-01,2015-07-31,,,,,,
,,43990,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2013-09-10,2014-07-31,,,,,,
,,41129,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Oxford Journals SHEDL 2013-2015 offer,2013-01-01,2015-12-31,,,,,,
,,43046,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Portico,2013-09-01,2014-08-31,,,,,,
,,44822,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Project MUSE SHEDL 2014 Offer,2014-01-01,2014-12-31,,,,,,
,,41939,Edinburgh_Napier_University,Edinburgh Napier University,,,,,SAGE Publications SHEDL 2013-15 Offer,2013-01-01,2015-12-31,,,,,,
,,45907,Edinburgh_Napier_University,Edinburgh Napier University,,,,,SCOAP3 Project,2014-01-01,2016-12-31,,,,,,
,,36438,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Scran 2011 renewal,2011-11-08,2014-10-31,,,,,,
,,42973,Edinburgh_Napier_University,Edinburgh Napier University,,,,,SHEDL JoVE (Journal of Visualized Excperiments),2013-08-01,2016-07-31,,,,,,
,,44879,Edinburgh_Napier_University,Edinburgh Napier University,,,,,SHEDL Web of Knowledge 2013-2018,2013-10-01,2018-09-30,,,,,,
,,38882,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Springer Science + Business Media SHEDL 2012-2014 offer,2012-01-01,2014-12-31,,,,,,
,,40680,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Springer SHEDL Adis Journals 2013-2014,2013-01-01,2015-12-31,,,,,,
,,43319,Edinburgh_Napier_University,Edinburgh Napier University,,,,,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive",2013-07-30,2016-06-30,,,,,,
,,30048,Edinburgh_Napier_University,Edinburgh Napier University,,,,,Web of Science Backfiles,2007-08-31,2110-08-30,,,,,,
,,45775,University_College_Falmouth,Falmouth University,,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: Jisc Collections Selection from 2013-2014",2014-01-14,2014-10-31,,,,,,
,,42884,University_College_Falmouth,Falmouth University,,,,,19th Century British Library Newspapers ,2013-08-01,2014-03-24,,,,,,
,,36107,University_College_Falmouth,Falmouth University,,,,,a-n The Artist Information Company 2011-14 renewal,2011-10-13,2014-07-31,,,,,,
,,44519,University_College_Falmouth,Falmouth University,,,,,Benezit Dictionary of Artists plus Grove Art Online and Grove Music Online joint package (discounted pricing) 2013-2014,2013-10-08,2014-08-31,,,,,,
,,25870,University_College_Falmouth,Falmouth University,,,,,BIOSIS Previews Backfile 1969-2008,2010-05-21,2112-09-30,,,,,,
,,45752,University_College_Falmouth,Falmouth University,,,,,Brill Journal Archive Online 2013 - 2018,2014-01-13,2018-12-31,,,,,,
,,40714,University_College_Falmouth,Falmouth University,,,,,Bureau van Dijk Databases 2012-2015 Agreement ,2012-12-01,2015-11-30,,,,,,
,,39492,University_College_Falmouth,Falmouth University,,,,,Carl Giles Digital Archive,2012-09-03,2100-09-01,,,,,,
,,34046,University_College_Falmouth,Falmouth University,,,,,Credo Reference 500+ (enhanced package) 2011-2014,2011-06-01,2014-05-31,,,,,,
,,37099,University_College_Falmouth,Falmouth University,,,,,Digimap Ordnance Survey Collection®  2011-2016,2012-01-20,2016-07-31,,,,,,
,,27429,University_College_Falmouth,Falmouth University,,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2009-10-06,2014-08-31,,,,,,
,,31976,University_College_Falmouth,Falmouth University,,,,,Geology Digimap: 2010-2016 Agreement,2010-08-16,2016-07-31,,,,,,
,,44520,University_College_Falmouth,Falmouth University,,,,,Historic Digimap 2013-2016 agreement,2013-10-08,2016-07-31,,,,,,
,,34600,University_College_Falmouth,Falmouth University,,,,,JISC eCollections,2011-08-01,2014-07-31,,,,,,
,,32867,University_College_Falmouth,Falmouth University,,,,,Marine Digimap,2010-10-21,2016-07-31,,,,,,
,,44436,University_College_Falmouth,Falmouth University,,,,,Oxford English Dictionary Online 2013-2014,2013-10-03,2014-08-31,,,,,,
,,44565,University_College_Falmouth,Falmouth University,,,,,Oxford Reference Online Premium Collection: for existing subscribers only 2013-2014,2013-10-11,2014-08-31,,,,,,
,,44776,University_College_Falmouth,Falmouth University,,,,,Project MUSE 2014 NESLi2 Agreement,2014-01-01,2014-12-31,,,,,,
,,44955,University_College_Falmouth,Falmouth University,,,,,Rock's Backpages 2013-2016 annual commitment,2013-11-05,2016-10-31,,,,,,
,,46089,University_College_Falmouth,Falmouth University,,,,,The Burney Collection ,2014-01-28,2015-07-31,,,,,,
,,35728,University_College_Falmouth,Falmouth University,,,,,The Times Digital Archive (1785-2006 and rolling) 2011-2014,2011-09-01,2014-07-31,,,,,,
,,39605,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection from 2013-2014",2012-11-01,2014-10-31,,,,,,
,,42913,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,19th Century British Library Newspapers ,2013-08-01,2014-03-24,,,,,,
,,40865,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,ACS SHEDL 2013-15 (American Chemical Society) offer,2013-01-01,2015-12-31,,,,,,
,,42821,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,American Chemical Society Legacy Archives ,2013-08-01,2113-07-31,,,,,,
,,38267,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Annual Reviews NESLi2 2012-2014 agreement (3 year commitment) ,2012-01-01,2014-12-31,,,,,,
,,31197,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,BIOSIS Previews Backfile 1969-2008,2010-05-26,2112-09-30,,,,,,
,,40629,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Bloomsbury Journals Collection SHEDL 2013-2015 offer ,2013-01-01,2015-12-31,,,,,,
,,40440,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,BMJ Journals Online Collection - NESLi2 2013-2014 agreement,2013-01-01,2014-12-31,,,,,,
,,42264,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,"Brill Journal Archive Online Parts 1, 1a and 2  (JOBA1 & 2) - Vol 1 to 2009 - June 2013 to December 2018",2013-05-30,2018-12-31,,,,,,
,,45681,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Brill Journals SHEDL agreement 2014-16,2014-01-01,2016-12-31,,,,,,
,,34018,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,British Standards Online,2011-06-01,2014-05-31,,,,,,
,,40542,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Bureau van Dijk Databases 2012-2015 Agreement ,2012-12-01,2015-11-30,,,,,,
,,32081,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Cambridge Journals Digital Archive,2010-08-19,2015-06-30,,,,,,
,,38343,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Cambridge University Press SHEDL 2012-2014 offer,2012-01-01,2014-12-31,,,,,,
,,35161,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-08-01,2016-07-31,,,,,,
,,42256,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2016",2013-08-01,2014-07-31,,,,,,
,,36222,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,45216,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Environment Digimap (2013-2014),2013-12-02,2014-07-31,,,,,,
,,40507,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,EUP SHEDL 2013-2015 (Edinburgh University Press) offer,2013-01-01,2015-12-31,,,,,,
,,27398,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2009-09-25,2014-08-31,,,,,,
,,37465,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Geology Digimap: 2010-2016 Agreement,2012-08-01,2016-07-31,,,,,,
,,42261,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Historic Digimap 2013-2016 agreement,2013-08-01,2016-07-31,,,,,,
,,34547,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Info4education - Construction Information Service Without BS (3 Year Commitment),2011-06-01,2014-05-31,,,,,,
,,34556,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Info4education - Occupational Health & Safety Information Service Without BS (3 Year Commitment),2011-06-01,2014-05-31,,,,,,
,,45354,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Institution of Civil Engineers Virtual Library Archive (1836-2001),2014-01-01,2018-12-31,,,,,,
,,37283,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,IOP Journal Archive 1874-1998,2012-04-04,2014-12-31,,,,,,
,,45377,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,IOP Publishing NESLi2 2014 agreement - Option 1,2014-01-01,2014-12-31,,,,,,
,,37493,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,JISC eCollections,2012-08-01,2014-07-31,,,,,,
,,41397,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-02-25,2018-02-06,,,,,,
,,37912,Glasgow_Caledonian_University,Glasgow Caledonian University,,,,,JSTOR - Arts & Sciences I Collection 2012 renewal,2012-08-01,2015-07-31,,,,,,
