Done,(1)willing to get their data added (2) KB+ never used,SubscriptionId,InstitutionName,JC Institution Name,NewJiscBand,LegacyJiscBand,Sector,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry,AgreementName,AgreementStartDate,AgreementEndDate,LicenceType,SubscriptionStatus,Agreement Type
,,45310,Norwich_University_College_of_the_Arts,Norwich University of the Arts,,,,,PYMCA for Education,2013-12-11,2014-11-30,,,,,,
,,42763,Norwich_University_College_of_the_Arts,Norwich University of the Arts,,,,,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive",2013-07-01,2016-06-30,,,,,,
,,46410,Nottingham_Trent_University,Nottingham Trent University,,,,,Bridgeman Education (Annual Commitment) 2014-2017,2014-04-01,2017-03-31,,,,,,
,,39691,Nottingham_Trent_University,Nottingham Trent University,,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection from 2013-2014",2012-11-01,2014-10-31,,,,,,
,,42903,Nottingham_Trent_University,Nottingham Trent University,,,,,19th Century British Library Newspapers ,2013-08-01,2014-03-24,,,,,,
,,44621,Nottingham_Trent_University,Nottingham Trent University,,,,,American Chemical Society Legacy Archives ,2013-10-16,2113-07-31,,,,,,
,,39956,Nottingham_Trent_University,Nottingham Trent University,,,,,American Chemical Society NESLi2 2013-15 agreement,2013-01-01,2015-12-31,,,,,,
,,38014,Nottingham_Trent_University,Nottingham Trent University,,,,,a-n The Artist Information Company 2011-14 renewal,2012-07-26,2014-07-31,,,,,,
,,34882,Nottingham_Trent_University,Nottingham Trent University,,,,,BIOSIS Previews Backfile 1969-2008,2011-06-21,2112-09-30,,,,,,
,,35236,Nottingham_Trent_University,Nottingham Trent University,,,,,Bridgeman Education,2011-07-18,2014-03-31,,,,,,
,,42791,Nottingham_Trent_University,Nottingham Trent University,,,,,Brill Journal Archive Online 2013 - 2018,2013-07-04,2018-12-31,,,,,,
,,34138,Nottingham_Trent_University,Nottingham Trent University,,,,,British Standards Online,2011-06-01,2014-05-31,,,,,,
,,40594,Nottingham_Trent_University,Nottingham Trent University,,,,,Bureau van Dijk Databases 2012-2015 Agreement ,2012-12-01,2015-11-30,,,,,,
,,41065,Nottingham_Trent_University,Nottingham Trent University,,,,,Creative Club only 2012-2015,2012-12-18,2015-11-30,,,,,,
,,35258,Nottingham_Trent_University,Nottingham Trent University,,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-08-01,2016-07-31,,,,,,
,,42793,Nottingham_Trent_University,Nottingham Trent University,,,,,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2014",2013-08-01,2014-07-31,,,,,,
,,36178,Nottingham_Trent_University,Nottingham Trent University,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,27416,Nottingham_Trent_University,Nottingham Trent University,,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2010-03-03,2014-08-31,,,,,,
,,31754,Nottingham_Trent_University,Nottingham Trent University,,,,,Geology Digimap: 2010-2016 Agreement,2010-08-01,2016-07-31,,,,,,
,,42794,Nottingham_Trent_University,Nottingham Trent University,,,,,Historic Digimap 2013-2016 agreement,2013-08-01,2016-07-31,,,,,,
,,34475,Nottingham_Trent_University,Nottingham Trent University,,,,,Info4education - Construction Information Service (Annual Commitment),2011-06-01,2014-05-31,,,,,,
,,34474,Nottingham_Trent_University,Nottingham Trent University,,,,,Info4education - Occupational Health & Safety Information Service (Annual Commitment),2011-06-01,2014-05-31,,,,,,
,,45589,Nottingham_Trent_University,Nottingham Trent University,,,,,Institution of Civil Engineers Virtual Library Archive (1836-2001),2014-01-01,2018-12-31,,,,,,
,,40588,Nottingham_Trent_University,Nottingham Trent University,,,,,IOP Journal Archive 1874-1998,2012-11-13,2014-12-31,,,,,,
,,46026,Nottingham_Trent_University,Nottingham Trent University,,,,,IOP Publishing NESLi2 2014 agreement - Option 1,2014-01-22,2014-12-31,,,,,,
,,39256,Nottingham_Trent_University,Nottingham Trent University,,,,,JISC eCollections,2012-08-20,2014-07-31,,,,,,
,,44311,Nottingham_Trent_University,Nottingham Trent University,,,,,Journal Citation Reports 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,43105,Nottingham_Trent_University,Nottingham Trent University,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-07-12,2018-02-06,,,,,,
,,39874,Nottingham_Trent_University,Nottingham Trent University,,,,,JSTOR - Arts & Sciences I Collection 2012 renewal,2012-09-24,2015-07-31,,,,,,
,,39875,Nottingham_Trent_University,Nottingham Trent University,,,,,JSTOR - Arts & Sciences II Collection-2012 renewal,2012-09-24,2015-07-31,,,,,,
,,39876,Nottingham_Trent_University,Nottingham Trent University,,,,,JSTOR - Arts & Sciences III Collection-2012 renewal,2012-09-24,2015-07-31,,,,,,
,,39877,Nottingham_Trent_University,Nottingham Trent University,,,,,JSTOR - Arts & Sciences IV Collection-2012 renewal,2012-09-24,2015-07-31,,,,,,
,,39878,Nottingham_Trent_University,Nottingham Trent University,,,,,JSTOR - Arts & Sciences VII Collection-2012 renewal ,2012-09-24,2015-07-31,,,,,,
,,39879,Nottingham_Trent_University,Nottingham Trent University,,,,,JSTOR - Life Sciences Collection-2012 renewal,2012-09-24,2015-07-31,,,,,,
,,41064,Nottingham_Trent_University,Nottingham Trent University,,,,,Literature Online  2013 - 2015,2013-01-01,2015-12-31,,,,,,
,,45590,Nottingham_Trent_University,Nottingham Trent University,,,,,Nature Publishing Group NESLi2 Journals Agreement 2014,2014-01-01,2014-12-31,,,,,,
,,44276,Nottingham_Trent_University,Nottingham Trent University,,,,,Oxford Dictionary of National Biography 2013-2014,2013-09-26,2014-08-31,,,,,,
,,44275,Nottingham_Trent_University,Nottingham Trent University,,,,,Oxford English Dictionary Online 2013-2014,2013-09-26,2014-08-31,,,,,,
,,37601,Nottingham_Trent_University,Nottingham Trent University,,,,,Portico,2012-07-12,2014-08-31,,,,,,
,,39952,Nottingham_Trent_University,Nottingham Trent University,,,,,Royal Society of Chemistry NESLi2 2013-15 RSC Gold offer,2013-01-01,2015-12-31,,,,,,
,,45525,Nottingham_Trent_University,Nottingham Trent University,,,,,RSC Journals Archive 1841-2007 for NESLi2 subscribers,2014-01-01,2018-12-31,,,,,,
,,45940,Nottingham_Trent_University,Nottingham Trent University,,,,,SCOAP3 Project,2014-01-01,2016-12-31,,,,,,
,,42792,Nottingham_Trent_University,Nottingham Trent University,,,,,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive",2013-07-03,2016-06-30,,,,,,
,,45588,Nottingham_Trent_University,Nottingham Trent University,,,,,The Burney Collection ,2014-01-01,2015-07-31,,,,,,
,,35237,Nottingham_Trent_University,Nottingham Trent University,,,,,The Times Digital Archive (1785-2006 and rolling) 2011-2014,2011-08-01,2014-07-31,,,,,,
,,37561,Nottingham_Trent_University,Nottingham Trent University,,,,,UKPressOnline - 2012 to 2015 (one-off perpetual purchase),2012-08-01,2115-07-31,,,,,,
,,44312,Nottingham_Trent_University,Nottingham Trent University,,,,,Web of Science 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,30076,Nottingham_Trent_University,Nottingham Trent University,,,,,Web of Science Backfiles,2007-08-31,2110-08-30,,,,,,
,,46438,Oxford_Brookes_University,Oxford Brookes University,,,,,Bridgeman Education (Three Year Commitment) 2014-2017,2014-04-01,2017-03-31,,,,,,
,,39662,Oxford_Brookes_University,Oxford Brookes University,,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection from 2013-2014",2012-11-01,2014-10-31,,,,,,
,,42911,Oxford_Brookes_University,Oxford Brookes University,,,,,19th Century British Library Newspapers ,2013-08-01,2014-03-24,,,,,,
,,37969,Oxford_Brookes_University,Oxford Brookes University,,,,,"19th Century UK Periodicals Online, Series 1 2012-2015 Agreement",2012-08-01,2015-07-31,,,,,,
,,42912,Oxford_Brookes_University,Oxford Brookes University,,,,,American Chemical Society Legacy Archives ,2013-08-01,2113-07-31,,,,,,
,,35328,Oxford_Brookes_University,Oxford Brookes University,,,,,a-n The Artist Information Company 2011-14 renewal,2011-08-01,2014-07-31,,,,,,
,,25859,Oxford_Brookes_University,Oxford Brookes University,,,,,BIOSIS Previews Backfile 1969-2008,2009-12-03,2112-09-30,,,,,,
,,35220,Oxford_Brookes_University,Oxford Brookes University,,,,,Bridgeman Education,2011-07-18,2014-03-31,,,,,,
,,42329,Oxford_Brookes_University,Oxford Brookes University,,,,,"Brill Journal Archive Online Parts 1, 1a and 2  (JOBA1 & 2) - Vol 1 to 2009 - June 2013 to December 2018",2013-06-05,2018-12-31,,,,,,
,,34282,Oxford_Brookes_University,Oxford Brookes University,,,,,British Standards Online,2011-06-01,2014-05-31,,,,,,
,,39320,Oxford_Brookes_University,Oxford Brookes University,,,,,Bureau van Dijk Databases 2012-2015 Agreement ,2012-12-01,2015-11-30,,,,,,
,,32140,Oxford_Brookes_University,Oxford Brookes University,,,,,Cambridge Journals Digital Archive,2010-08-25,2015-06-30,,,,,,
,,36607,Oxford_Brookes_University,Oxford Brookes University,,,,,Carl Giles Digital Archive,2011-11-22,2100-09-01,,,,,,
,,35131,Oxford_Brookes_University,Oxford Brookes University,,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-08-01,2016-07-31,,,,,,
,,42700,Oxford_Brookes_University,Oxford Brookes University,,,,,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2014",2013-08-01,2014-07-31,,,,,,
,,36274,Oxford_Brookes_University,Oxford Brookes University,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,45007,Oxford_Brookes_University,Oxford Brookes University,,,,,Environment Digimap (2013-2014),2013-11-09,2014-07-31,,,,,,
,,31204,Oxford_Brookes_University,Oxford Brookes University,,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2010-06-03,2014-08-31,,,,,,
,,31523,Oxford_Brookes_University,Oxford Brookes University,,,,,Geology Digimap: 2010-2016 Agreement,2010-08-01,2016-07-31,,,,,,
,,44367,Oxford_Brookes_University,Oxford Brookes University,,,,,Grove Art and Grove Music Online joint offer (discounted pricing) 2013-2014,2013-10-01,2014-08-31,,,,,,
,,42664,Oxford_Brookes_University,Oxford Brookes University,,,,,Historic Digimap 2013-2016 agreement,2013-08-01,2016-07-31,,,,,,
,,34571,Oxford_Brookes_University,Oxford Brookes University,,,,,Info4education - Construction Information Service (3 Year Commitment),2011-06-01,2014-05-31,,,,,,
,,35142,Oxford_Brookes_University,Oxford Brookes University,,,,,JISC eCollections for EEBO only subscribers,2011-08-01,2014-07-31,,,,,,
,,44394,Oxford_Brookes_University,Oxford Brookes University,,,,,Journal Citation Reports 2013-2016 (Annual Commitment),2013-10-01,2016-09-30,,,,,,
,,41440,Oxford_Brookes_University,Oxford Brookes University,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-02-26,2018-02-06,,,,,,
,,39302,Oxford_Brookes_University,Oxford Brookes University,,,,,JSTOR - Arts & Sciences I Collection 2012 renewal,2012-08-23,2015-07-31,,,,,,
,,39303,Oxford_Brookes_University,Oxford Brookes University,,,,,JSTOR - Arts & Sciences II Collection-2012 renewal,2012-08-23,2015-07-31,,,,,,
,,39304,Oxford_Brookes_University,Oxford Brookes University,,,,,JSTOR - Arts & Sciences III Collection-2012 renewal,2012-08-23,2015-07-31,,,,,,
,,39305,Oxford_Brookes_University,Oxford Brookes University,,,,,JSTOR - Arts & Sciences IV Collection-2012 renewal,2012-08-23,2015-07-31,,,,,,
,,39306,Oxford_Brookes_University,Oxford Brookes University,,,,,JSTOR - Arts & Sciences V Collection 2012 renewal,2012-08-23,2015-07-31,,,,,,
,,39307,Oxford_Brookes_University,Oxford Brookes University,,,,,JSTOR - Arts & Sciences VI Collection-2012 renewal,2012-08-23,2015-07-31,,,,,,
,,39309,Oxford_Brookes_University,Oxford Brookes University,,,,,JSTOR - Arts & Sciences VII Collection-2012 renewal ,2012-08-23,2015-07-31,,,,,,
,,39308,Oxford_Brookes_University,Oxford Brookes University,,,,,JSTOR - Life Sciences Collection-2012 renewal,2012-08-23,2015-07-31,,,,,,
,,44368,Oxford_Brookes_University,Oxford Brookes University,,,,,Oxford Dictionary of National Biography 2013-2014,2013-10-01,2014-08-31,,,,,,
,,44364,Oxford_Brookes_University,Oxford Brookes University,,,,,Oxford English Dictionary Online 2013-2014,2013-10-01,2014-08-31,,,,,,
,,41731,Oxford_Brookes_University,Oxford Brookes University,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2013-03-28,2014-07-31,,,,,,
,,44365,Oxford_Brookes_University,Oxford Brookes University,,,,,Oxford Language Dictionaries Online 2013-2014,2013-10-01,2014-08-31,,,,,,
,,44366,Oxford_Brookes_University,Oxford Brookes University,,,,,Oxford Reference Online Premium Collection plus 1 Subject Collection (Literature): for existing customers only 2013-2014,2013-10-01,2014-08-31,,,,,,
,,43152,Oxford_Brookes_University,Oxford Brookes University,,,,,"Planex, The IDOX Information Service Three Year Commitment  2013-2016",2013-08-01,2016-07-31,,,,,,
,,45384,Oxford_Brookes_University,Oxford Brookes University,,,,,PYMCA for Education,2013-12-12,2014-11-30,,,,,,
,,44529,Oxford_Brookes_University,Oxford Brookes University,,,,,Rock's Backpages 2013-2016 three-year commitment,2013-11-01,2016-10-31,,,,,,
,,41159,Oxford_Brookes_University,Oxford Brookes University,,,,,SAGE NESLi2 2013-14 Offer,2012-12-20,2014-12-31,,,,,,
,,42085,Oxford_Brookes_University,Oxford Brookes University,,,,,SpringerProtocols,2013-05-14,2017-12-31,,,,,,
,,42797,Oxford_Brookes_University,Oxford Brookes University,,,,,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive",2013-07-03,2016-06-30,,,,,,
,,45506,Oxford_Brookes_University,Oxford Brookes University,,,,,The Burney Collection ,2014-01-01,2015-07-31,,,,,,
,,34643,Oxford_Brookes_University,Oxford Brookes University,,,,,The Times Digital Archive (1785-2006 and rolling) 2011-2014,2011-08-01,2014-07-31,,,,,,
,,44393,Oxford_Brookes_University,Oxford Brookes University,,,,,Web of Science 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,37235,Oxford_Brookes_University,Oxford Brookes University,,,,,Wiley Online Library NESLi2 2012-2014,2012-02-29,2014-12-31,,,,,,
,,43202,Queen_Margaret_University,Queen Margaret University,,,,,19th Century British Library Newspapers (2013-2014) ,2013-08-01,2014-03-24,,,,,,
,,42590,Queen_Margaret_University,Queen Margaret University,,,,,"19th Century UK Periodicals Online, Series 1 2012-2015 Agreement",2013-06-19,2015-07-31,,,,,,
,,40869,Queen_Margaret_University,Queen Margaret University,,,,,ACS SHEDL 2013-15 (American Chemical Society) offer,2013-01-01,2015-12-31,,,,,,
,,43201,Queen_Margaret_University,Queen Margaret University,,,,,American Chemical Society Legacy Archives ,2013-08-01,2113-07-31,,,,,,
,,25860,Queen_Margaret_University,Queen Margaret University,,,,,BIOSIS Previews Backfile 1969-2008,2010-03-19,2112-09-30,,,,,,
,,40632,Queen_Margaret_University,Queen Margaret University,,,,,Bloomsbury Journals Collection SHEDL 2013-2015 offer ,2013-01-01,2015-12-31,,,,,,
,,42286,Queen_Margaret_University,Queen Margaret University,,,,,"Brill Journal Archive Online Parts 1, 1a and 2  (JOBA1 & 2) - Vol 1 to 2009 - June 2013 to December 2018",2013-05-31,2018-12-31,,,,,,
,,32042,Queen_Margaret_University,Queen Margaret University,,,,,Cambridge Journals Digital Archive,2010-08-19,2015-06-30,,,,,,
,,38347,Queen_Margaret_University,Queen Margaret University,,,,,Cambridge University Press SHEDL 2012-2014 offer,2012-01-01,2014-12-31,,,,,,
,,42696,Queen_Margaret_University,Queen Margaret University,,,,,Drama Online: Annual Subscription with Early Adopter Discount,2013-06-26,2015-02-28,,,,,,
,,36317,Queen_Margaret_University,Queen Margaret University,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,40511,Queen_Margaret_University,Queen Margaret University,,,,,EUP SHEDL 2013-2015 (Edinburgh University Press) offer,2013-01-01,2015-12-31,,,,,,
,,27418,Queen_Margaret_University,Queen Margaret University,,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2009-10-06,2014-08-31,,,,,,
,,41489,Queen_Margaret_University,Queen Margaret University,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-02-27,2018-02-06,,,,,,
,,45288,Queen_Margaret_University,Queen Margaret University,,,,,Karger SHEDL 2014-16,2014-01-01,2016-12-31,,,,,,
,,35906,Queen_Margaret_University,Queen Margaret University,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2011-09-15,2014-07-31,,,,,,
,,41134,Queen_Margaret_University,Queen Margaret University,,,,,Oxford Journals SHEDL 2013-2015 offer,2013-01-01,2015-12-31,,,,,,
,,44842,Queen_Margaret_University,Queen Margaret University,,,,,Project MUSE SHEDL 2014 Offer,2014-01-01,2014-12-31,,,,,,
,,45491,Queen_Margaret_University,Queen Margaret University,,,,,PYMCA for Education,2013-12-17,2014-11-30,,,,,,
,,41944,Queen_Margaret_University,Queen Margaret University,,,,,SAGE Publications SHEDL 2013-15 Offer,2013-01-01,2015-12-31,,,,,,
,,45941,Queen_Margaret_University,Queen Margaret University,,,,,SCOAP3 Project,2014-01-01,2016-12-31,,,,,,
,,42978,Queen_Margaret_University,Queen Margaret University,,,,,SHEDL JoVE (Journal of Visualized Excperiments),2013-08-01,2016-07-31,,,,,,
,,44884,Queen_Margaret_University,Queen Margaret University,,,,,SHEDL Web of Knowledge 2013-2018,2013-10-01,2018-09-30,,,,,,
,,38887,Queen_Margaret_University,Queen Margaret University,,,,,Springer Science + Business Media SHEDL 2012-2014 offer,2012-01-01,2014-12-31,,,,,,
,,40684,Queen_Margaret_University,Queen Margaret University,,,,,Springer SHEDL Adis Journals 2013-2014,2013-01-01,2015-12-31,,,,,,
,,41845,Queen_Margaret_University,Queen Margaret University,,,,,SpringerProtocols,2013-04-29,2017-12-31,,,,,,
,,42784,Queen_Margaret_University,Queen Margaret University,,,,,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive",2013-07-02,2016-06-30,,,,,,
,,30077,Queen_Margaret_University,Queen Margaret University,,,,,Web of Science Backfiles,2007-08-31,2110-08-30,,,,,,
,,40107,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection from 2013-2014",2012-11-01,2014-10-31,,,,,,
,,42192,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,19th Century British Pamphlets,2013-05-23,2019-07-31,,,,,,
,,42624,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,"19th Century UK Periodicals Online, Series 1 2012-2015 Agreement",2013-06-21,2015-07-31,,,,,,
,,35983,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,ACLS Humanities E-Book 2011-2014,2011-09-27,2014-07-31,,,,,,
,,42824,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,American Chemical Society Legacy Archives ,2013-08-01,2113-07-31,,,,,,
,,39639,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,American Chemical Society NESLi2 2013-15 agreement,2013-01-01,2015-12-31,,,,,,
,,45258,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Annual Reviews NESLi2 2012 to 2014 agreement (Annual commitment - 2014 only) ,2014-01-01,2014-12-31,,,,,,
,,30463,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,BFI InView ,2010-07-06,2014-08-31,,,,,,
,,30464,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,BIOSIS Previews Backfile 1969-2008,2010-07-06,2112-09-30,,,,,,
,,45227,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,BMJ Resources for London Medical Schools Group 2014-2015  ,2014-01-01,2015-12-31,,,,,,
,,40197,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Bureau van Dijk Databases 2012-2015 Agreement ,2012-12-01,2015-11-30,,,,,,
,,44481,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Cambridge Books Online Evidence-based Acquisition (Monographs),2013-10-07,2014-07-31,,,,,,
,,32074,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Cambridge Journals Digital Archive,2010-08-19,2015-06-30,,,,,,
,,37409,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Carl Giles Digital Archive,2012-05-25,2100-09-01,,,,,,
,,37117,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Cell Press NESLi2 2012 to 2016 offer,2012-01-24,2016-12-31,,,,,,
,,45367,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,CUP Journals NESLi2 2014 (Cambridge University Press) offer,2014-01-01,2014-12-31,,,,,,
,,35877,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-09-14,2016-07-31,,,,,,
,,42193,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Digital Library of Core E-Resources on Ireland,2013-05-23,2034-03-31,,,,,,
,,36083,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,46038,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Environment Digimap (2013-2014),2014-01-23,2014-07-31,,,,,,
,,30465,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2010-07-06,2014-08-31,,,,,,
,,43266,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Historic Digimap 2013-2016 agreement,2013-08-01,2016-07-31,,,,,,
,,37245,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Independent Scholarly Publishers Group 2012-14,2012-03-05,2014-12-31,,,,,,
,,30461,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,IOP Journal Archive 1874-1998,2010-07-06,2014-12-31,,,,,,
,,45303,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,IOP Publishing NESLi2 2014 agreement - Option 2,2014-01-01,2014-12-31,,,,,,
,,37448,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,JISC eCollections,2012-08-01,2014-07-31,,,,,,
,,44335,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Journal Citation Reports 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,41402,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-02-25,2018-02-06,,,,,,
,,39762,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,JSTOR - Arts & Sciences I Collection 2012 renewal,2012-09-20,2015-07-31,,,,,,
,,39763,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,JSTOR - Arts & Sciences II Collection-2012 renewal,2012-09-20,2015-07-31,,,,,,
,,39764,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,JSTOR - Arts & Sciences IX Collection-2012 renewal,2012-09-20,2015-07-31,,,,,,
,,39765,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,JSTOR - Arts & Sciences VI Collection-2012 renewal,2012-09-20,2015-07-31,,,,,,
,,39766,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,JSTOR - Arts & Sciences VIII Collection 2012 renewal,2012-09-20,2015-07-31,,,,,,
,,39767,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,JSTOR - Life Sciences Collection-2012 renewal,2012-09-20,2015-07-31,,,,,,
,,40760,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Knovel Interactive Library 2012 - 2015,2013-01-01,2015-07-31,,,,,,
,,45816,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Knowledge Unlatched Open Access eBooks 2013 Pilot Collection,2014-03-01,2114-12-31,,,,,,
,,44961,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Nature Publishing Group NESLi2 Journals Agreement 2014,2014-01-01,2014-12-31,,,,,,
,,44058,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Oxford Bibliographies Online 2013-2014,2013-09-12,2014-08-31,,,,,,
,,36025,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2011-10-03,2014-07-31,,,,,,
,,44059,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Oxford Reference Online Premium Collection plus 2 Subject Collections (Literature and Western Civilization): for existing customers only 2013-2014,2013-09-12,2014-08-31,,,,,,
,,44555,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Oxford Scholarship Online 2013-2014,2013-10-10,2014-08-31,,,,,,
,,45275,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Oxford University Press NESLi2 2014 Full Collection offer ,2014-01-01,2014-12-31,,,,,,
,,44831,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Project MUSE 2014 NESLi2 Agreement,2014-01-01,2014-12-31,,,,,,
,,45469,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,PYMCA for Education,2013-12-16,2014-11-30,,,,,,
,,36893,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Reaxys 2011-2014,2011-12-16,2014-10-31,,,,,,
,,39945,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Royal Society of Chemistry NESLi2 2013-15 RSC Gold offer,2013-01-01,2015-12-31,,,,,,
,,24456,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,RSC Journals Archive ,2007-08-01,2110-12-31,,,,,,
,,45739,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,RSC Journals Archive 1841-2007 for NESLi2 subscribers,2014-01-10,2018-12-31,,,,,,
,,42671,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,RSC Journals Archive 2005-2007 for NESLi2 and/or 1841-2004 Archive Subscribers,2013-06-25,2018-12-31,,,,,,
,,41216,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,SAGE NESLi2 2013-14 Offer,2013-01-14,2014-12-31,,,,,,
,,36655,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,SciVerse Scopus ,2011-11-25,2015-03-31,,,,,,
,,45945,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,SCOAP3 Project,2014-01-01,2016-12-31,,,,,,
,,40174,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Springer Science+Business Media NESLi2 2013-2015 Option 1 offer: Closed Consortium Option,2013-01-01,2015-12-31,,,,,,
,,41848,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,SpringerProtocols,2013-04-29,2017-12-31,,,,,,
,,44334,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Web of Science 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,30078,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Web of Science Backfiles,2007-08-31,2110-08-30,,,,,,
,,36082,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Wiley Online Library NESLi2 2012-2014,2012-01-01,2014-12-31,,,,,,
,,46081,"Queen_Mary,_University_of_London","Queen Mary, University of London",,,,,Wiley Open Access - Wiley Open Access Account 2014,2014-01-28,2014-12-31,,,,,,
