SubscriptionId,InstitutionName,NewJiscBand,Sector,JC Institution Name,AccountStatus,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry,AgreementName,AgreementStartDate,AgreementEndDate,LicenceType,Country,SubscriptionStatus,Agreement Type
48391.0,University_of_Lincoln,Band 7,Higher Education,University of Lincoln,Active,2014-09-12,Cambridge Companions Online - Complete Collection 2014-2015,2014-09-12,2015-01-08,JISC Collections Cambridge University Press Cambridge Companions Online Jan 2015,2014-01-09,2015-01-08,Sublicence,England,Active,Yearly Agreement
48395.0,University_of_Lincoln,Band 7,Higher Education,University of Lincoln,Active,2014-09-12,Digital Library of Core E-Resources on Ireland,2014-09-12,2034-03-31,JISC Collections JSTOR Queen's University of Belfast Digital Library of Core E-Resources on Ireland March 2034,2009-06-01,2034-03-31,Direct,England,Request sent,Free Agreement
48443.0,University_of_Lincoln,Band 7,Higher Education,University of Lincoln,Active,2014-09-16,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-09-16,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,England,Request sent,Yearly Agreement
48358.0,University_of_Liverpool,Band 3,Higher Education,University of Liverpool,Active,2014-09-10,Oxford Journals Archive (2014-2017 for access via OUP's platform),2014-09-10,2017-07-31,Oxford Journals Jisc Collections Oxford Journal Archive July 2017,2014-08-01,2017-07-31,Sublicence,England,Active,Yearly Agreement
48535.0,University_of_Liverpool,Band 3,Higher Education,University of Liverpool,Active,2014-09-22,Science Classic,2014-09-22,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,England,Active,Free Agreement
48554.0,University_of_Liverpool,Band 3,Higher Education,University of Liverpool,Active,2014-09-23,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-09-23,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,England,Request sent,Yearly Agreement
48612.0,University_of_Liverpool,Band 3,Higher Education,University of Liverpool,Active,2014-09-25,BFI InView  (2014-18),2014-09-25,2018-08-31,HEFCE British Film Institute BFI Inview Aug 2018,2014-09-01,2018-08-31,Sublicence,England,Active,Free Agreement
48680.0,University_of_Liverpool,Band 3,Higher Education,University of Liverpool,Active,2014-09-29,Alexander Street Press EBA Video,2014-09-29,2015-04-13,Alexander Street Press EBA Video,2014-04-14,2015-04-13,Direct,England,Request sent,Yearly Agreement
48435.0,University_of_London,Band 5,Higher Education,University of London,Active,2014-09-15,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-09-15,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,England,Request sent,Yearly Agreement
48604.0,University_of_London,Band 5,Higher Education,University of London,Active,2014-09-25,BFI InView  (2014-18),2014-09-25,2018-08-31,HEFCE British Film Institute BFI Inview Aug 2018,2014-09-01,2018-08-31,Sublicence,England,Active,Free Agreement
48564.0,University_of_Nottingham,Band 2,Higher Education,University of Nottingham,Active,2014-09-24,Digital Theatre Plus,2014-10-01,2016-04-30,JISC Collections Digital Theatre Ltd Digital Theatre Plus Apr 2016,2013-05-01,2016-04-30,Direct,England,Request sent,Yearly Agreement
48567.0,University_of_Nottingham,Band 2,Higher Education,University of Nottingham,Active,2014-09-24,Portico eBooks (2014-2017),2014-09-24,2017-06-30,Portico Jisc Collections Portico eBooks June 2017,2014-07-01,2017-06-30,Direct,England,Request sent,Yearly Agreement
