SubscriptionId,InstitutionName,NewJiscBand,Sector,JC Institution Name,AccountStatus,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry,AgreementName,AgreementStartDate,AgreementEndDate,LicenceType,Country,SubscriptionStatus,Agreement Type,Column
51222,University_of_Oxford,Band 1,Higher Education,University of Oxford,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51279,University_of_Oxford,Band 1,Higher Education,University of Oxford,Active,2015-04-21,Exact Editions: Gramophone,2015-04-21,2016-02-28,JISC Collections Exact Editions Magazine Service Licence February 2016,2013-03-01,2016-02-28,Direct,England,Request sent,Yearly Agreement,
51223,University_of_Plymouth,Band 5A,Higher Education,University of Plymouth,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51225,University_of_Reading,Band 5A,Higher Education,University of Reading,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51324,University_of_Reading,Band 5A,Higher Education,University of Reading,Active,2015-04-29,"ProQuest Archives 2014-2017 (House of Commons Parliamentary Papers, British Periodicals Collections I and II, Periodicals Archive Online: Jisc Collections Selection, Early European Books Parts 1-4, and the Vogue Archive)",2015-04-29,2017-10-31,"Jisc Collections ProQuest 18 19 20 C House of Commons Parliamentary Papers, British Periodicals Collection I & II, Periodicals Archive Online Jisc Coll Selection, Early European Books 1-4 and The Vogue Archive October 2017",2014-11-01,2017-10-31,Sublicence,England,Active,Yearly Agreement,
51226,University_of_Salford,Band 5A,Higher Education,University of Salford,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51318,University_of_Salford,Band 5A,Higher Education,University of Salford,Active,2015-04-28,Science Classic,2015-04-28,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,England,Active,Free Agreement,
51227,University_of_Sheffield,Band 3,Higher Education,University of Sheffield,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51264,University_of_Sheffield,Band 3,Higher Education,University of Sheffield,Active,2015-04-17,Science Classic,2015-04-17,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,England,Active,Free Agreement,
51228,University_of_South_Wales,Band 5B,Higher Education,University of South Wales,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,Wales,Request sent,Consortia Agreement,
51229,University_of_Southampton,Band 3,Higher Education,University of Southampton,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51274,University_of_Southampton,Band 3,Higher Education,University of Southampton,Active,2015-04-20,Annual Reviews Journals 2015-2017 Agreement,2015-04-20,2017-12-31,Jisc Collections Annual Reviews Journal Agreement Dec 2017,2015-01-01,2017-12-31,Sublicence,England,Active,NESLi2 Agreement,
51142,University_of_St_Andrews,Band 5B,Higher Education,University of St Andrews,Active,2015-04-15,e-Duke Journals Scholarly Collection 2015 SMP offer,2015-04-15,2015-12-31,e-Duke Journals Scholarly Collection: Expanded SMP 2015,2015-01-01,2015-12-31,Direct,Scotland,Active,NESLi2 Agreement,
51230,University_of_St_Andrews,Band 5B,Higher Education,University of St Andrews,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,Scotland,Request sent,Consortia Agreement,
51250,University_of_St_Andrews,Band 5B,Higher Education,University of St Andrews,Active,2015-04-16,Science Classic,2015-04-16,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,Scotland,Active,Free Agreement,
51231,University_of_Stirling,Band 6,Higher Education,University of Stirling,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,Scotland,Request sent,Consortia Agreement,
51232,University_of_Strathclyde,Band 4,Higher Education,University of Strathclyde,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,Scotland,Request sent,Consortia Agreement,
51233,University_of_Sunderland,Band 5B,Higher Education,University of Sunderland,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51147,University_of_Surrey,Band 5A,Higher Education,University of Surrey,Active,2015-04-16,Science Classic,2015-04-16,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,England,Active,Free Agreement,
51234,University_of_Surrey,Band 5A,Higher Education,University of Surrey,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51235,University_of_Sussex,Band 5B,Higher Education,University of Sussex,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51290,University_of_Sussex,Band 5B,Higher Education,University of Sussex,Active,2015-04-22,Open Book Publishers Membership Scheme 2015-2018,2015-04-22,2018-02-28,Jisc Collections OBP Membership Feb 2018,2015-03-01,2018-02-28,Direct,England,Active,Yearly Agreement,
51146,University_of_the_Highlands_and_Islands,Band 7,Higher Education,University of the Highlands and Islands,Active,2015-04-16,JSTOR - Arts & Sciences VI Collection-2012-15 renewal,2015-04-16,2015-07-31,HEFCE JSTOR JSTOR Archive July 2026,2012-08-01,2015-07-31,Direct,Scotland,Request sent,Yearly Agreement,
51236,University_of_the_Highlands_and_Islands,Band 7,Higher Education,University of the Highlands and Islands,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,Scotland,Request sent,Consortia Agreement,
51237,University_of_the_West_of_England,Band 5A,Higher Education,University of the West of England,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51095,University_of_the_West_of_Scotland,Band 6,Higher Education,University of the West of Scotland,Active,2015-04-02,Digimap Ordnance Survey Collection®  2014-2016,2015-04-02,2016-07-31,Digimap Main HE and FE Licence with End User Licence Agreement 2014,2014-08-01,2016-07-31,Sublicence,Scotland,Active,Yearly Agreement,
51238,University_of_the_West_of_Scotland,Band 6,Higher Education,University of the West of Scotland,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,Scotland,Request sent,Consortia Agreement,
51239,University_of_Ulster,Band 5A,Higher Education,University of Ulster,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,Northern Ireland,Request sent,Consortia Agreement,
51278,University_of_Ulster,Band 5A,Higher Education,University of Ulster,Active,2015-04-21,"ProQuest Archives 2014-2017 (House of Commons Parliamentary Papers, British Periodicals Collections I and II, Periodicals Archive Online: Jisc Collections Selection, Early European Books Parts 1-4, and the Vogue Archive)",2015-04-21,2017-10-31,"Jisc Collections ProQuest 18 19 20 C House of Commons Parliamentary Papers, British Periodicals Collection I & II, Periodicals Archive Online Jisc Coll Selection, Early European Books 1-4 and The Vogue Archive October 2017",2014-11-01,2017-10-31,Sublicence,Northern Ireland,Active,Yearly Agreement,
51241,University_of_West_London,Band 7,Higher Education,University of West London,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51255,University_of_West_London,Band 7,Higher Education,University of West London,Active,2015-04-17,Science Classic,2015-04-17,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,England,Active,Free Agreement,
51256,University_of_West_London,Band 7,Higher Education,University of West London,Active,2015-04-17,American Chemical Society Legacy Archives ,2015-04-17,2113-07-31,Jisc Collections American Chemical Society ACS Legacy Archive perpetual,2013-08-01,2113-07-31,Sublicence,England,Active,Free Agreement,
51257,University_of_West_London,Band 7,Higher Education,University of West London,Active,2015-04-17,BFI InView  (2014-18),2015-04-17,2018-08-31,HEFCE British Film Institute BFI Inview Aug 2018,2014-09-01,2018-08-31,Sublicence,England,Active,Free Agreement,
51258,University_of_West_London,Band 7,Higher Education,University of West London,Active,2015-04-17,Brill Journal Archive Online 2013 - 2018,2015-04-17,2018-12-31,JISC Collections Koninklijke Brill NV Brill Journal Archive Online JOBA1 & 2 Perpetual Access Licence No Exp Date,2013-01-01,2018-12-31,Sublicence,England,Active,Free Agreement,
51242,University_of_Westminster,Band 5B,Higher Education,University of Westminster,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51315,University_of_Winchester,Band 8,Higher Education,University of Winchester,Active,2015-04-27,Childlink agreement - 2015 to 2017,2015-08-01,2017-07-31,JIsc Collections Childlink Agreement July 2017,2015-08-01,2017-07-31,Sublicence,England,Active,Yearly Agreement,
51113,University_of_Worcester,Band 7,Higher Education,University of Worcester,Active,2015-04-09,Wiley Online Library Journals + OA Offset 2015-2017,2015-04-09,2017-12-31,Wiley Online Library Journals 2015-2017,2015-01-01,2017-12-31,Direct,England,Active,NESLi2 Agreement,
51122,University_of_Worcester,Band 7,Higher Education,University of Worcester,Active,2015-04-13,SAGE Premier Jisc Collections 2015-16 Journals Agreement,2015-04-13,2016-12-31,Jisc Collections SAGE Premier agreement 2015-16,2015-01-01,2016-12-31,Sublicence,England,Active,NESLi2 Agreement,
51244,University_of_Worcester,Band 7,Higher Education,University of Worcester,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51245,University_of_York,Band 4,Higher Education,University of York,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
51263,University_of_York,Band 4,Higher Education,University of York,Active,2015-04-17,Science Classic,2015-04-17,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,England,Active,Free Agreement,
51246,York_St_John_University,Band 9,Higher Education,York St John University,Active,2015-04-16,Journal Negotiation Charges 2015,2015-01-01,2015-12-31,Journal transaction fees 2015 info,2015-01-01,2015-12-31,Sublicence,England,Request sent,Consortia Agreement,
