SubscriptionId,InstitutionName,NewJiscBand,Sector,JC Institution Name,AccountStatus,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry
47674,Institute_of_Education,Band 7,Higher Education,Institute of Education,Active,7/22/14 10:38,Springer e-Books Collections 2014 - 2015,2014-07-22,2015-12-31
47618,Keele_University,Band 6,Higher Education,Keele University,Active,7/18/14 12:37,EBSCO Education Databases,2014-08-01,2017-07-31
47311,King's_College_London,Band 2,Higher Education,King's College London,Active,7/3/14 11:37,The Times Digital Archive (1785-1985) 2014-2017,2014-08-01,2017-07-31
47557,King's_College_London,Band 2,Higher Education,King's College London,Active,7/16/14 13:57,Churchill Archive: Perpetual Purchase Option 2013 - 2016 ,2014-07-16,2016-07-31
47586,King's_College_London,Band 2,Higher Education,King's College London,Active,7/17/14 13:56,Springer e-Books Collections 2014 - 2015,2014-07-17,2015-12-31
47783,King's_College_London,Band 2,Higher Education,King's College London,Active,7/29/14 9:18,EBSCO Education Databases,2014-08-01,2017-07-31
47521,Kingston_University,Band 5,Higher Education,Kingston University,Active,7/15/14 15:00,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47614,Kingston_University,Band 5,Higher Education,Kingston University,Active,7/18/14 11:28,EBSCO Education Databases,2014-08-01,2017-07-31
47424,Lancaster_University,Band 5,Higher Education,Lancaster University,Active,7/8/14 17:02,The Times Digital Archive (1785-2008 and rolling) 2014-2017,2014-08-01,2017-07-31
47648,Lancaster_University,Band 5,Higher Education,Lancaster University,Active,7/21/14 11:31,EBSCO Education Databases,2014-08-01,2017-07-31
47818,Leeds_Metropolitan_University,Band 5,Higher Education,Leeds Metropolitan University,Active,7/30/14 14:50,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47774,Liverpool_Hope_University,Band 8,Higher Education,Liverpool Hope University,Active,7/28/14 14:27,The Times Digital Archive (1785-1985) 2014-2017,2014-08-01,2017-07-31
47760,Liverpool_John_Moores_University,Band 5,Higher Education,Liverpool John Moores University,Active,7/28/14 8:36,Early European Books Collections 1-4 and The Vogue Archive,2014-07-28,2014-10-31
47767,London_Business_School,Band 6,Higher Education,London Business School,Active,7/28/14 10:10,Science Classic,2014-07-28,2114-06-30
47769,London_Metropolitan_University,Band 5,Higher Education,London Metropolitan University,Active,7/28/14 11:06,Early European Books Collections 1-4 and The Vogue Archive,2014-07-28,2014-10-31
47809,London_Metropolitan_University,Band 5,Higher Education,London Metropolitan University,Active,7/30/14 12:14,EBSCO Education Databases,2014-08-01,2017-07-31
47811,London_Metropolitan_University,Band 5,Higher Education,London Metropolitan University,Active,7/30/14 13:08,Science Classic,2014-07-30,2114-06-30
47512,London_School_of_Economics_&_Political_Science,Band 5,Higher Education,London School of Economics & Political Science,Active,7/15/14 12:08,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47716,London_School_of_Economics_&_Political_Science,Band 5,Higher Education,London School of Economics & Political Science,Active,7/23/14 16:55,EBSCO Education Databases,2014-08-01,2017-07-31
47698,London_School_of_Hygiene_&_Tropical_Medicine,Band 6,Higher Education,London School of Hygiene & Tropical Medicine,Active,7/22/14 16:57,Embase (via the Ovid platform): 2013 - 2016 Agreement ,2014-08-01,2016-07-31
47590,London_South_Bank_University,Band 5,Higher Education,London South Bank University,Active,7/17/14 15:02,IET eBook Ultimate Collection 2014 agreement,2014-07-17,2014-12-31
47396,Loughborough_University,Band 5,Higher Education,Loughborough University,Active,7/7/14 14:29,IET eBook Ultimate Collection 2014 agreement,2014-07-07,2014-12-31
47744,Loughborough_University,Band 5,Higher Education,Loughborough University,Active,7/25/14 11:03,Elsevier Gold OA 2014 Prepayment Scheme,2014-07-31,2015-07-30
47259,Manchester_Metropolitan_University,Band 4,Higher Education,Manchester Metropolitan University,Active,7/1/14 9:49,ProQuest UK and Ireland Historical Newspaper Collection (formerly ProQuest Historical Newspapers),2014-08-01,2016-07-31
47395,Manchester_Metropolitan_University,Band 4,Higher Education,Manchester Metropolitan University,Active,7/7/14 14:25,RSC NESLi2 2013-15 (Royal Society of Chemistry): RSC Gold offer,2014-07-07,2015-12-31
47531,Manchester_Metropolitan_University,Band 4,Higher Education,Manchester Metropolitan University,Active,7/15/14 15:59,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47684,Manchester_Metropolitan_University,Band 4,Higher Education,Manchester Metropolitan University,Active,7/22/14 14:02,EBSCO Education Databases,2014-08-01,2017-07-31
47584,Middlesex_University,Band 5,Higher Education,Middlesex University,Active,7/17/14 12:06,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47308,Newcastle_University,Band 3,Higher Education,Newcastle University,Active,7/3/14 10:43,Jisc eCollections: MediaHub and Journal Archives for HE 2014-2017,2014-08-01,2017-07-31
47461,Newcastle_University,Band 3,Higher Education,Newcastle University,Active,7/10/14 12:30,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47473,Newcastle_University,Band 3,Higher Education,Newcastle University,Active,7/11/14 9:26,ACS Symposium Series Outright Purchase,2014-07-11,2014-07-31
47540,Newcastle_University,Band 3,Higher Education,Newcastle University,Active,7/16/14 10:18,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47676,Newcastle_University,Band 3,Higher Education,Newcastle University,Active,7/22/14 11:24,EBSCO Education Databases,2014-08-01,2017-07-31
47481,Northumbria_University,Band 5,Higher Education,Northumbria University,Active,7/11/14 13:20,IOP Journal Archive 1999-2006 outright purchase,2014-07-11,2100-06-30
47491,Northumbria_University,Band 5,Higher Education,Northumbria University,Active,7/14/14 11:30,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47532,Northumbria_University,Band 5,Higher Education,Northumbria University,Active,7/15/14 16:12,Info4education - Portal (All Products) 3 Year Commitment (2014-2017),2014-07-15,2017-05-31
47610,Northumbria_University,Band 5,Higher Education,Northumbria University,Active,7/18/14 10:42,British Standards Online 2014-2017,2014-07-18,2017-05-31
47661,Norwich_University_College_of_the_Arts,Band 10,Higher Education,Norwich University of the Arts,Active,7/21/14 15:34,Early European Books Collections 1-4 and The Vogue Archive,2014-07-21,2014-10-31
47418,Nottingham_Trent_University,Band 5,Higher Education,Nottingham Trent University,Active,7/8/14 13:17,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47419,Nottingham_Trent_University,Band 5,Higher Education,Nottingham Trent University,Active,7/8/14 13:17,The Times Digital Archive (1785-2008 and rolling) 2014-2017,2014-08-01,2017-07-31
47464,Nottingham_Trent_University,Band 5,Higher Education,Nottingham Trent University,Active,7/10/14 14:06,CUP Journals NESLi2 2014 (Cambridge University Press) offer,2014-07-10,2014-12-31
47475,Nottingham_Trent_University,Band 5,Higher Education,Nottingham Trent University,Active,7/11/14 10:22,SAGE NESLi2 2013-14 Offer,2014-07-11,2014-12-31
47638,Nottingham_Trent_University,Band 5,Higher Education,Nottingham Trent University,Active,7/21/14 9:01,EBSCO Education Databases,2014-08-01,2017-07-31
47639,Nottingham_Trent_University,Band 5,Higher Education,Nottingham Trent University,Active,7/21/14 9:01,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47699,Nottingham_Trent_University,Band 5,Higher Education,Nottingham Trent University,Active,7/22/14 18:07,Science Classic,2014-07-22,2114-06-30
47388,Oxford_Brookes_University,Band 5,Higher Education,Oxford Brookes University,Active,7/7/14 12:33,British Standards Online 2014-2017,2014-07-07,2017-05-31
47389,Oxford_Brookes_University,Band 5,Higher Education,Oxford Brookes University,Active,7/7/14 12:40,Info4education - Construction Information Service (Without British Standards) (3 Year Commitment) 2014-2017,2014-07-07,2017-05-31
47390,Oxford_Brookes_University,Band 5,Higher Education,Oxford Brookes University,Active,7/7/14 13:04,The Times Digital Archive (1785-2008 and rolling) 2014-2017,2014-08-01,2017-07-31
47415,Oxford_Brookes_University,Band 5,Higher Education,Oxford Brookes University,Active,7/8/14 12:20,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47502,Oxford_Brookes_University,Band 5,Higher Education,Oxford Brookes University,Active,7/15/14 9:44,Institution of Civil Engineers Virtual Library Archive (1836-2001),2014-07-15,2018-12-31
47535,Oxford_Brookes_University,Band 5,Higher Education,Oxford Brookes University,Active,7/16/14 9:04,Environment Digimap (2014-2015),2014-08-01,2015-07-31
47766,Oxford_Brookes_University,Band 5,Higher Education,Oxford Brookes University,Active,7/28/14 9:54,EBSCO Education Databases,2014-08-01,2017-07-31
47785,Oxford_Brookes_University,Band 5,Higher Education,Oxford Brookes University,Active,7/29/14 12:12,Science Classic,2014-07-29,2114-06-30
47432,"Queen_Mary,_University_of_London",Band 3,Higher Education,"Queen Mary, University of London",Active,7/9/14 12:24,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47667,"Queen_Mary,_University_of_London",Band 3,Higher Education,"Queen Mary, University of London",Active,7/21/14 16:40,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47681,"Queen_Mary,_University_of_London",Band 3,Higher Education,"Queen Mary, University of London",Active,7/22/14 12:44,Early European Books Collections 1-4 and The Vogue Archive,2014-07-22,2014-10-31
47711,"Queen_Mary,_University_of_London",Band 3,Higher Education,"Queen Mary, University of London",Active,7/23/14 12:19,Science Classic,2014-07-23,2114-06-30
47579,Queen's_University_Belfast,Band 4,Higher Education,Queen's University Belfast,Active,7/17/14 8:47,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47604,Queen's_University_Belfast,Band 4,Higher Education,Queen's University Belfast,Active,7/18/14 10:02,EBSCO Education Databases,2014-08-01,2017-07-31
47630,Queen's_University_Belfast,Band 4,Higher Education,Queen's University Belfast,Active,7/18/14 15:33,Early European Books Collections 1-4 and The Vogue Archive,2014-07-18,2014-10-31
47702,Queen's_University_Belfast,Band 4,Higher Education,Queen's University Belfast,Active,7/23/14 8:52,Science Classic,2014-07-23,2114-06-30
47705,Robert_Gordon_University,Band 7,Higher Education,Robert Gordon University,Active,7/23/14 10:13,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47334,Roehampton_University,Band 7,Higher Education,Roehampton University,Active,7/4/14 10:45,The Times Digital Archive (1785-1985) 2014-2017,2014-08-01,2017-07-31
47337,Roehampton_University,Band 7,Higher Education,Roehampton University,Active,7/4/14 10:50,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47398,Roehampton_University,Band 7,Higher Education,Roehampton University,Active,7/7/14 14:31,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47628,Roehampton_University,Band 7,Higher Education,Roehampton University,Active,7/18/14 14:58,EBSCO Education Databases,2014-08-01,2017-07-31
47559,Rose_Bruford_College,Band 10,Higher Education,Rose Bruford College,Active,7/16/14 14:09,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47543,Royal_Agricultural_College,Band 10,Higher Education,Royal Agricultural University,Active,7/16/14 11:55,Jisc eCollections: MediaHub and Journal Archives for HE 2014-2017,2014-08-01,2017-07-31
47828,Royal_College_of_Art,Band 9,Higher Education,Royal College of Art,Active,7/30/14 15:57,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47276,"Royal_Holloway,_University_of_London",Band 6,Higher Education,"Royal Holloway, University of London",Active,7/1/14 18:04,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47410,"Royal_Holloway,_University_of_London",Band 6,Higher Education,"Royal Holloway, University of London",Active,7/8/14 11:00,Springer e-Books Collections 2014 - 2015,2014-07-08,2015-12-31
47413,"Royal_Holloway,_University_of_London",Band 6,Higher Education,"Royal Holloway, University of London",Active,7/8/14 12:10,JSTOR - Arts & Sciences XII Collection 2012-15 renewal,2014-07-08,2015-07-31
47414,"Royal_Holloway,_University_of_London",Band 6,Higher Education,"Royal Holloway, University of London",Active,7/8/14 12:10,JSTOR - Arts & Sciences XIII Collection 2012-15 renewal,2014-07-08,2015-07-31
47505,"Royal_Holloway,_University_of_London",Band 6,Higher Education,"Royal Holloway, University of London",Active,7/15/14 10:43,Springer e-Books Collections 2014 - 2015,2014-07-15,2015-12-31
47594,"Royal_Holloway,_University_of_London",Band 6,Higher Education,"Royal Holloway, University of London",Active,7/17/14 15:46,Cambridge Books Online Evidence-based Acquisition (Monographs),2014-07-17,2014-07-31
47802,"Royal_Holloway,_University_of_London",Band 6,Higher Education,"Royal Holloway, University of London",Active,7/29/14 16:10,Credo Reference Academic Core Premium Collection with Customised Topic Pages (2014-2017) - Annual Commitment,2014-07-29,2017-05-31
47803,"Royal_Holloway,_University_of_London",Band 6,Higher Education,"Royal Holloway, University of London",Active,7/29/14 16:10,Britannica Online Academic Edition and Image Quest Combined Agreement - 2013 to 2015,2014-08-01,2015-07-31
47826,"Royal_Holloway,_University_of_London",Band 6,Higher Education,"Royal Holloway, University of London",Active,7/30/14 15:35,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47354,Royal_Northern_College_of_Music,Band 10,Higher Education,Royal Northern College of Music,Active,7/4/14 14:29,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47355,Royal_Northern_College_of_Music,Band 10,Higher Education,Royal Northern College of Music,Active,7/4/14 14:29,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47707,"Royal_Veterinary_College,_University_of_London",Band 7,Higher Education,"Royal Veterinary College, University of London",Active,7/23/14 10:48,Science Classic,2014-07-23,2114-06-30
47449,Royal_Welsh_College_of_Music_&_Drama,Band 10,Higher Education,Royal Welsh College of Music & Drama,Active,7/10/14 9:07,The Times Digital Archive (1785-2008) WHEEL 2014-2017,2014-08-01,2017-07-31
47500,Sheffield_Hallam_University,Band 4,Higher Education,Sheffield Hallam University,Active,7/14/14 15:57,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47619,Sheffield_Hallam_University,Band 4,Higher Education,Sheffield Hallam University,Active,7/18/14 13:36,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47620,Sheffield_Hallam_University,Band 4,Higher Education,Sheffield Hallam University,Active,7/18/14 13:40,EBSCO Education Databases,2014-08-01,2017-07-31
47621,Sheffield_Hallam_University,Band 4,Higher Education,Sheffield Hallam University,Active,7/18/14 13:41,Environment Digimap (2014-2015),2014-08-01,2015-07-31
47748,Sheffield_Hallam_University,Band 4,Higher Education,Sheffield Hallam University,Active,7/25/14 11:25,Early European Books Collections 1-4 and The Vogue Archive,2014-07-25,2014-10-31
47812,Sheffield_Hallam_University,Band 4,Higher Education,Sheffield Hallam University,Active,7/30/14 13:40,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47397,Southampton_Solent_University,Band 6,Higher Education,Southampton Solent University,Active,7/7/14 14:30,Early European Books Collections 1-4 and The Vogue Archive,2014-08-01,2014-10-31
47541,Southampton_Solent_University,Band 6,Higher Education,Southampton Solent University,Active,7/16/14 10:22,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47778,"St_Mary%27s_University_College%2C_Twickenham",Band 9,Higher Education,"St Mary's University, Twickenham",Active,7/28/14 16:05,Science Classic,2014-07-28,2114-06-30
47789,"St_Mary%27s_University_College%2C_Twickenham",Band 9,Higher Education,"St Mary's University, Twickenham",Active,7/29/14 13:12,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47474,Staffordshire_University,Band 5,Higher Education,Staffordshire University,Active,7/11/14 9:53,British Standards Online 2014-2017,2014-07-11,2017-05-31
47593,Staffordshire_University,Band 5,Higher Education,Staffordshire University,Active,7/17/14 15:45,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47300,Swansea_University,Band 5,Higher Education,Swansea University,Active,7/2/14 13:37,Drama Online: Subscription Option,2014-07-02,2016-02-29
47450,Swansea_University,Band 5,Higher Education,Swansea University,Active,7/10/14 9:08,The Times Digital Archive (1785-2008) WHEEL 2014-2017,2014-08-01,2017-07-31
47645,Swansea_University,Band 5,Higher Education,Swansea University,Active,7/21/14 11:02,Environment Digimap (2014-2015),2014-08-01,2015-07-31
47647,Swansea_University,Band 5,Higher Education,Swansea University,Active,7/21/14 11:14,Early European Books Collections 1-4 and The Vogue Archive,2014-07-21,2014-10-31
47428,Teesside_University,Band 5,Higher Education,Teesside University,Active,7/9/14 10:22,British Standards Online 2014-2017,2014-07-09,2017-05-31
47776,Teesside_University,Band 5,Higher Education,Teesside University,Active,7/28/14 15:06,EBSCO Education Databases,2014-08-01,2017-07-31
47745,The_Arts_University_College_at_Bournemouth,Band 9,Higher Education,The Arts University at Bournemouth,Active,7/25/14 11:15,The Times Digital Archive (1785-1985) 2014-2017,2014-08-01,2017-07-31
47746,The_Arts_University_College_at_Bournemouth,Band 9,Higher Education,The Arts University at Bournemouth,Active,7/25/14 11:18,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47747,The_Arts_University_College_at_Bournemouth,Band 9,Higher Education,The Arts University at Bournemouth,Active,7/25/14 11:21,EBSCO Education Databases,2014-08-01,2017-07-31
47749,The_Arts_University_College_at_Bournemouth,Band 9,Higher Education,The Arts University at Bournemouth,Active,7/25/14 11:26,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47750,The_Arts_University_College_at_Bournemouth,Band 9,Higher Education,The Arts University at Bournemouth,Active,7/25/14 11:35,Drama Online: Subscription Option,2014-09-01,2016-02-29
47427,The_Open_University,Band 2,Higher Education,The Open University,Active,7/9/14 10:14,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47496,The_Open_University,Band 2,Higher Education,The Open University,Active,7/14/14 13:58,British Standards Online 2014-2017,2014-07-14,2017-05-31
47635,The_Open_University,Band 2,Higher Education,The Open University,Active,7/21/14 8:41,EBSCO Education Databases,2014-08-01,2017-07-31
47759,The_Open_University,Band 2,Higher Education,The Open University,Active,7/25/14 15:47,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47485,University_Campus_Suffolk,Band 9,Higher Education,University Campus Suffolk,Active,7/11/14 14:57,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47739,University_Campus_Suffolk,Band 9,Higher Education,University Campus Suffolk,Active,7/24/14 16:09,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47740,University_Campus_Suffolk,Band 9,Higher Education,University Campus Suffolk,Active,7/24/14 16:09,The Times Digital Archive (1785-1985) 2014-2017,2014-08-01,2017-07-31
47763,University_Campus_Suffolk,Band 9,Higher Education,University Campus Suffolk,Active,7/28/14 9:23,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47365,University_College_London,Band 1,Higher Education,University College London,Active,7/4/14 16:52,Early European Books Collections 1-4 and The Vogue Archive,2014-07-04,2014-10-31
47366,University_College_London,Band 1,Higher Education,University College London,Active,7/4/14 16:52,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47367,University_College_London,Band 1,Higher Education,University College London,Active,7/4/14 17:08,Environment Digimap (2014-2015),2014-08-01,2015-07-31
47368,University_College_London,Band 1,Higher Education,University College London,Active,7/4/14 17:15,The Shakespeare Collection 2014-2017,2014-08-01,2017-07-31
47369,University_College_London,Band 1,Higher Education,University College London,Active,7/4/14 17:23,The Times Digital Archive (1785-2008 and rolling) 2014-2017,2014-08-01,2017-07-31
47458,University_College_London,Band 1,Higher Education,University College London,Active,7/10/14 11:21,British Standards Online 2014-2017,2014-07-10,2017-05-31
47471,University_College_London,Band 1,Higher Education,University College London,Active,7/10/14 18:58,JSTOR - Arts & Sciences XIII Collection 2012-15 renewal,2014-08-01,2015-07-31
47758,University_College_London,Band 1,Higher Education,University College London,Active,7/25/14 14:08,UPCC Book Collections on Project MUSE��  2014,2014-07-25,2014-12-31
47534,University_for_the_Creative_Arts,Band 7,Higher Education,University for the Creative Arts,Active,7/15/14 17:02,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47615,University_of_Aberdeen,Band 5,Higher Education,University of Aberdeen,Active,7/18/14 12:22,EBSCO Education Databases,2014-08-01,2017-07-31
47706,University_of_Aberdeen,Band 5,Higher Education,University of Aberdeen,Active,7/23/14 10:27,Science Classic,2014-07-23,2114-06-30
47549,University_of_Bath,Band 5,Higher Education,University of Bath,Active,7/16/14 12:16,Jisc eCollections: Historical Texts and Journal Archives for HE 2014-2017,2014-08-01,2017-07-31
47603,University_of_Bath,Band 5,Higher Education,University of Bath,Active,7/18/14 9:55,EBSCO Education Databases,2014-08-01,2017-07-31
47585,University_of_Bedfordshire,Band 5,Higher Education,University of Bedfordshire,Active,7/17/14 13:17,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47600,University_of_Bedfordshire,Band 5,Higher Education,University of Bedfordshire,Active,7/18/14 9:38,EBSCO Education Databases,2014-08-01,2017-07-31
47373,University_of_Birmingham,Band 2,Higher Education,University of Birmingham,Active,7/7/14 9:46,The Times Digital Archive (1785-1985) 2014-2017,2014-08-01,2017-07-31
47494,University_of_Birmingham,Band 2,Higher Education,University of Birmingham,Active,7/14/14 12:39,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47616,University_of_Birmingham,Band 2,Higher Education,University of Birmingham,Active,7/18/14 12:24,EBSCO Education Databases,2014-08-01,2017-07-31
47651,University_of_Birmingham,Band 2,Higher Education,University of Birmingham,Active,7/21/14 12:43,Jisc eCollections: MediaHub and Journal Archives for HE 2014-2017,2014-08-01,2017-07-31
47700,University_of_Birmingham,Band 2,Higher Education,University of Birmingham,Active,7/22/14 19:19,Elsevier Gold OA 2014 Prepayment Scheme,2014-07-31,2015-07-30
47762,University_of_Bolton,Band 8,Higher Education,University of Bolton,Active,7/28/14 9:17,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47332,University_of_Bradford,Band 5,Higher Education,University of Bradford,Active,7/4/14 10:37,IOP Journal Archive 1999-2006 outright purchase,2014-07-04,2100-06-30
47511,University_of_Bradford,Band 5,Higher Education,University of Bradford,Active,7/15/14 12:01,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47514,University_of_Bradford,Band 5,Higher Education,University of Bradford,Active,7/15/14 13:17,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47516,University_of_Bradford,Band 5,Higher Education,University of Bradford,Active,7/15/14 13:49,The Times Digital Archive (1785-2008 and rolling) 2014-2017,2014-08-01,2017-07-31
47526,University_of_Bradford,Band 5,Higher Education,University of Bradford,Active,7/15/14 15:26,Environment Digimap (2014-2015),2014-08-01,2015-07-31
47360,University_of_Brighton,Band 5,Higher Education,University of Brighton,Active,7/4/14 15:14,Early European Books Collections 1-4 and The Vogue Archive,2014-07-04,2014-10-31
47528,University_of_Brighton,Band 5,Higher Education,University of Brighton,Active,7/15/14 15:36,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47623,University_of_Brighton,Band 5,Higher Education,University of Brighton,Active,7/18/14 13:56,EBSCO Education Databases,2014-08-01,2017-07-31
47831,University_of_Brighton,Band 5,Higher Education,University of Brighton,Active,7/30/14 16:09,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47513,University_of_Cambridge,Band 1,Higher Education,University of Cambridge,Active,7/15/14 12:35,Embase (via the Ovid platform): 2013 - 2016 Agreement ,2014-08-01,2016-07-31
47611,University_of_Cambridge,Band 1,Higher Education,University of Cambridge,Active,7/18/14 11:02,EBSCO Education Databases,2014-08-01,2017-07-31
47663,University_of_Cambridge,Band 1,Higher Education,University of Cambridge,Active,7/21/14 15:38,British History Online Premium Content 2013 - 2018,2014-07-21,2018-10-31
47715,University_of_Cambridge,Band 1,Higher Education,University of Cambridge,Active,7/23/14 16:11,Science Classic,2014-07-23,2114-06-30
47727,University_of_Cambridge,Band 1,Higher Education,University of Cambridge,Active,7/24/14 12:22,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47479,University_of_Cambridge,Band 1,Higher Education,University of Cambridge Central Science Library,Active,7/11/14 12:24,IOP Publishing NESLi2 2014 agreement - Option 2,2014-07-11,2014-12-31
47266,University_of_Central_Lancashire,Band 5,Higher Education,University of Central Lancashire,Active,7/1/14 11:54,The Times Digital Archive (1785-2008 and rolling) 2014-2017,2014-08-01,2017-07-31
47310,University_of_Central_Lancashire,Band 5,Higher Education,University of Central Lancashire,Active,7/3/14 11:12,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47562,University_of_Central_Lancashire,Band 5,Higher Education,University of Central Lancashire,Active,7/16/14 14:35,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47703,University_of_Central_Lancashire,Band 5,Higher Education,University of Central Lancashire,Active,7/23/14 9:41,EBSCO Education Databases,2014-08-01,2017-07-31
47717,University_of_Central_Lancashire,Band 5,Higher Education,University of Central Lancashire,Active,7/24/14 8:59,Science Classic,2014-07-24,2114-06-30
47718,University_of_Central_Lancashire,Band 5,Higher Education,University of Central Lancashire,Active,7/24/14 9:38,Early European Books Collections 1-4 and The Vogue Archive,2014-07-24,2014-10-31
47722,University_of_Central_Lancashire,Band 5,Higher Education,University of Central Lancashire,Active,7/24/14 11:29,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47438,University_of_Chester,Band 7,Higher Education,University of Chester,Active,7/9/14 14:51,Environment Digimap (2014-2015),2014-08-01,2015-07-31
47439,University_of_Chester,Band 7,Higher Education,University of Chester,Active,7/9/14 14:51,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47440,University_of_Chester,Band 7,Higher Education,University of Chester,Active,7/9/14 14:51,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47456,University_of_Chester,Band 7,Higher Education,University of Chester,Active,7/10/14 10:38,The Times Digital Archive (1785-1985) 2014-2017,2014-08-01,2017-07-31
47631,University_of_Chester,Band 7,Higher Education,University of Chester,Active,7/18/14 15:47,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive",2014-07-18,2016-06-30
47816,University_of_Chester,Band 7,Higher Education,University of Chester,Active,7/30/14 14:20,EBSCO Education Databases,2014-08-01,2017-07-31
47817,University_of_Chester,Band 7,Higher Education,University of Chester,Active,7/30/14 14:20,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47430,University_of_Chichester,Band 9,Higher Education,University of Chichester,Active,7/9/14 11:00,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47403,University_of_Derby,Band 6,Higher Education,University of Derby,Active,7/7/14 15:35,JSTOR - Arts & Sciences II Collection-2012-15 renewal,2014-07-07,2015-07-31
