publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,identifier.jusp,hybrid_oa
"Policy & Politics","0305-5736","",2000-01-01,,,,,,"http://www.ingentaconnect.com/content/tpp/pap",,"","","fulltext","","Policy Press","","null"
"Evidence and Policy","1744-2648","1744-2656",2005-01-01,1,1,,,,"http://www.ingentaconnect.com/content/tpp/ep",,"","","fulltext","","","","null"
"Journal of Poverty and Social Justice","1759-8273","1759-8281",2010-01-01,18,1,,,,"http://www.ingentaconnect.com/content/tpp/jpsj",,"","","fulltext","","","","null"
"Families Relationships and Societies","2046-7443","",,,,,,,"http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl",,"","","fulltext","","","","null"
"Voluntary Sector Review","2040-8064","",,,,,,,"http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl",,"","","fulltext","","","","null"
