publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,identifier.jusp,hybrid_oa
"Optics Letters","0146-9592","",1977-07-01,1,1,,,,"http://www.opticsinfobase.org/ol/browse.cfm",,"","","fulltext","","Optical Society","","null"
"Applied Optics","2155-3165","",,,,,,,"http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl",,"","","fulltext","","","","null"
"Journal of the Optic Socie of America-A-Optics Image Scien and Vision","1520-8532","",,,,,,,"http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl",,"","","fulltext","","","","null"
"Journal of the Optical Society of America - B - Optical Physics","1520-8540","",,,,,,,"http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl",,"","","fulltext","","","","null"
