publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,identifier.jusp,hybrid_oa
"Journal of Bone & Joint Surgery, American Volume","0021-9355","",,,,,,,"http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl",,"","","fulltext","","Journal of Bone & Joint Surgery","","null"
"JBJS case connector","2160-3251","",,,,,,,"http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl",,"","","fulltext","","","","null"
"Essential Surgical Techniques","2160-2204","",,,,,,,"http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl",,"","","fulltext","","","","null"
"Journal of Bone & Joint Surgery, British Volume","0301-620X","2044-5377",,,,,,,"http://www.kbplus.ac.uk/kbplus/noHostPlatformUrl",,"","","fulltext","","British Editorial Society of Bone and Joint Surgery","","null"
