Done,(1)willing to get their data added (2) KB+ never used,SubscriptionId,InstitutionName,NewJiscBand,LegacyJiscBand,Sector,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry,AgreementName,AgreementStartDate,AgreementEndDate,LicenceType,SubscriptionStatus,Agreement Type
,,43289,University College London,,,,,Britannica Online Academic Edition and Image Quest Package - 2013 to 2015,2013-08-01,2015-07-31,,,,,,
,,44920,University College London,,,,,British History Online Premium Content 2013 - 2018,2013-11-01,2018-10-31,,,,,,
,,34569,University College London,,,,,British Standards Online,2011-06-01,2014-05-31,,,,,,
,,40577,University College London,,,,,Bureau van Dijk Databases 2012-2015 Agreement ,2012-12-01,2015-11-30,,,,,,
,,32176,University College London,,,,,Cambridge Journals Digital Archive,2010-08-26,2015-06-30,,,,,,
,,43299,University College London,,,,,Carl Giles Digital Archive,2013-07-27,2100-09-01,,,,,,
,,37184,University College London,,,,,Cell Press NESLi2 2012 to 2016 offer,2012-02-08,2016-12-31,,,,,,
,,35445,University College London,,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-08-01,2016-07-31,,,,,,
,,45144,University College London,,,,,Duke University Press NESLi2 SMP 2014 offer,2014-01-01,2014-12-31,,,,,,
,,45207,University College London,,,,,Early English Books Online - Text Creation Partnership 2014-2016,2014-01-01,2016-12-31,,,,,,
,,46050,University College London,,,,,Edinburgh University Press NESLi2 SMP Offer 2014,2014-01-23,2014-12-31,,,,,,
,,42992,University College London,,,,,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2014",2013-08-01,2014-07-31,,,,,,
,,41695,University College London,,,,,Elsevier Gold OA 2013 Prepayment Scheme,2013-03-31,2014-04-01,,,,,,
,,36297,University College London,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,45103,University College London,,,,,Environment Digimap (2013-2014),2013-11-20,2014-07-31,,,,,,
,,43361,University College London,,,,,FIAF International Index Film Periodicals Plus,2013-08-01,2016-07-31,,,,,,
,,43363,University College London,,,,,Film Index International,2013-08-01,2016-07-31,,,,,,
,,27430,University College London,,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2009-10-13,2014-08-31,,,,,,
,,31645,University College London,,,,,Geology Digimap: 2010-2016 Agreement,2010-08-01,2016-07-31,,,,,,
,,42425,University College London,,,,,Historic Digimap 2013-2016 agreement,2013-08-01,2016-07-31,,,,,,
,,45610,University College London,,,,,IOP Publishing NESLi2 2014 agreement - Option 1,2014-01-01,2014-12-31,,,,,,
,,35606,University College London,,,,,JISC eCollections for EEBO and ECCO subscribers,2011-08-19,2014-07-31,,,,,,
,,44350,University College London,,,,,Journal Citation Reports 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,41633,University College London,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-03-12,2018-02-06,,,,,,
,,38926,University College London,,,,,JSTOR - Arts & Sciences I Collection 2012 renewal,2012-08-01,2015-07-31,,,,,,
,,38927,University College London,,,,,JSTOR - Arts & Sciences II Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,38928,University College London,,,,,JSTOR - Arts & Sciences III Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,38929,University College London,,,,,JSTOR - Arts & Sciences IV Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,38930,University College London,,,,,JSTOR - Arts & Sciences IX Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,38931,University College London,,,,,JSTOR - Arts & Sciences V Collection 2012 renewal,2012-08-01,2015-07-31,,,,,,
,,38932,University College London,,,,,JSTOR - Arts & Sciences VI Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,38933,University College London,,,,,JSTOR - Arts & Sciences VII Collection-2012 renewal ,2012-08-01,2015-07-31,,,,,,
,,38934,University College London,,,,,JSTOR - Arts & Sciences VIII Collection 2012 renewal,2012-08-01,2015-07-31,,,,,,
,,38935,University College London,,,,,JSTOR - Arts & Sciences X Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,41702,University College London,,,,,JSTOR - Arts & Sciences XI Collection-2012 renewal,2013-03-26,2015-07-31,,,,,,
,,43287,University College London,,,,,JSTOR - Arts & Sciences XII Collection 2012-15 renewal,2013-08-01,2015-07-31,,,,,,
,,43288,University College London,,,,,JSTOR - Jewish Studies Collection 2012-15 renewal,2013-08-01,2015-07-31,,,,,,
,,38936,University College London,,,,,JSTOR - Life Sciences Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37587,University College London,,,,,Knovel Interactive Library 2012 - 2015,2012-08-01,2015-07-31,,,,,,
,,45483,University College London,,,,,Knowledge Unlatched Open Access eBooks 2013 Pilot Collection,2014-02-01,2114-12-31,,,,,,
,,41257,University College London,,,,,Literature Online  2013 - 2015,2013-01-18,2015-12-31,,,,,,
,,32712,University College London,,,,,Marine Digimap,2010-08-01,2016-07-31,,,,,,
,,44921,University College London,,,,,Nature Publishing Group NESLi2 Journals Agreement 2014,2014-01-01,2014-12-31,,,,,,
,,43372,University College London,,,,,Oxford Dictionary of National Biography and Who's Who & Who Was Who (discounted package) 2013-2014,2013-09-01,2014-08-31,,,,,,
,,43373,University College London,,,,,Oxford English Dictionary Online 2013-2014,2013-09-01,2014-08-31,,,,,,
,,36167,University College London,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2011-10-20,2014-07-31,,,,,,
,,43853,University College London,,,,,Oxford Language Dictionaries Online 2013-2014,2013-09-01,2014-08-31,,,,,,
,,43854,University College London,,,,,Oxford Reference Online Premium Collection plus 2 Subject Collections (Literature and Western Civilization): for existing customers only 2013-2014,2013-09-01,2014-08-31,,,,,,
,,43855,University College London,,,,,Oxford Scholarship Online 2013-2014,2013-09-01,2014-08-31,,,,,,
,,45982,University College London,,,,,Oxford University Press NESLi2 2014 Full Collection offer ,2014-01-21,2014-12-31,,,,,,
,,37558,University College London,,,,,Pidgeon Digital (2012 to 2015),2012-08-01,2015-07-31,,,,,,
,,37442,University College London,,,,,Portico,2012-06-01,2014-08-31,,,,,,
,,44781,University College London,,,,,Project MUSE 2014 NESLi2 Agreement,2014-01-01,2014-12-31,,,,,,
,,43359,University College London,,,,,ProQuest UK and Ireland Historical Newspaper Collection (formerly ProQuest Historical Newspapers),2013-08-01,2016-07-31,,,,,,
,,36898,University College London,,,,,Reaxys 2011-2014,2011-12-16,2014-10-31,,,,,,
,,40076,University College London,,,,,Royal Society of Chemistry NESLi2 2013-15 RSC Gold offer,2013-01-01,2015-12-31,,,,,,
,,40926,University College London,,,,,SAGE NESLi2 2013-14 Offer,2012-12-06,2014-12-31,,,,,,
,,36296,University College London,,,,,SciVerse Scopus ,2011-11-01,2015-03-31,,,,,,
,,45970,University College London,,,,,SCOAP3 Project,2014-01-01,2016-12-31,,,,,,
,,38925,University College London,,,,,Social Theory Perpetual Purchase ,2012-08-01,3011-05-31,,,,,,
,,40071,University College London,,,,,Springer Science+Business Media NESLi2 2013-2015 Option 1 offer: Closed Consortium Option,2013-01-01,2015-12-31,,,,,,
,,43752,University College London,,,,,SpringerProtocols,2013-08-22,2017-12-31,,,,,,
,,42749,University College London,,,,,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive - 2013 to 2016",2013-07-01,2016-06-30,,,,,,
,,37936,University College London,,,,,The Literary Encyclopedia (2012 to 2015),2012-09-01,2015-08-31,,,,,,
,,35323,University College London,,,,,The Shakespeare Collection 2011-2014,2011-08-01,2014-07-31,,,,,,
,,35447,University College London,,,,,The Times Digital Archive (1785-1985) 2011-2014,2011-08-01,2014-07-31,,,,,,
,,43634,University College London,,,,,Ubiquity Press Open Access Membership: Level One ,2013-08-15,2016-07-31,,,,,,
,,44349,University College London,,,,,Web of Knowledge Upgrade 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,30096,University College London,,,,,Web of Science Backfiles,2007-08-31,2110-08-30,,,,,,
,,33793,University College London (School of Pharmacy),,,,,Cambridge Journals Digital Archive,2011-02-25,2015-06-30,,,,,,
,,30084,University College London (School of Pharmacy),,,,,Web of Science Backfiles,2007-08-31,2110-08-30,,,,,,
,,36101,University College Plymouth St Mark and St John,,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-10-13,2016-07-31,,,,,,
,,44126,University College Plymouth St Mark and St John,,,,,Digital Theatre Plus,2013-09-18,2016-04-30,,,,,,
,,36473,University College Plymouth St Mark and St John,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,45817,University College Plymouth St Mark and St John,,,,,PYMCA for Education,2014-01-16,2014-11-30,,,,,,
,,46376,University for the Creative Arts,,,,,PYMCA for Education,2014-03-19,2014-11-30,,,,,,
,,42682,University for the Creative Arts,,,,,Academic OneFile 2013-1016,2013-08-01,2016-07-31,,,,,,
,,35683,University for the Creative Arts,,,,,a-n The Artist Information Company 2011-14 renewal,2011-08-31,2014-07-31,,,,,,
,,43471,University for the Creative Arts,,,,,Berg Fashion Library 2013-2014,2013-09-01,2014-08-31,,,,,,
,,41326,University for the Creative Arts,,,,,Creative Club only 2012-2015,2013-02-01,2015-11-30,,,,,,
,,35900,University for the Creative Arts,,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-09-15,2016-07-31,,,,,,
,,43469,University for the Creative Arts,,,,,Grove Art Online only 2013-2014,2013-09-01,2014-08-31,,,,,,
,,45398,University for the Creative Arts,,,,,Institution of Civil Engineers Virtual Library Archive (1836-2001),2014-01-01,2018-12-31,,,,,,
,,42181,University for the Creative Arts,,,,,JISC MediaHub and JISC Journal Archives for HE 2013-2014,2013-08-01,2014-07-31,,,,,,
,,41436,University for the Creative Arts,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-02-26,2018-02-06,,,,,,
,,37924,University for the Creative Arts,,,,,JSTOR - Arts & Sciences III Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,43470,University for the Creative Arts,,,,,Oxford Reference Online Premium Collection: for existing subscribers only 2013-2014,2013-09-01,2014-08-31,,,,,,
,,45220,University for the Creative Arts,,,,,Rock's Backpages 2013-2016 annual commitment,2013-12-02,2016-10-31,,,,,,
,,42774,University for the Creative Arts,,,,,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive",2013-07-01,2016-06-30,,,,,,
,,39429,University of Aberdeen,,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection from 2013-2014",2012-11-01,2014-10-31,,,,,,
,,42875,University of Aberdeen,,,,,19th Century British Library Newspapers ,2013-08-01,2014-03-24,,,,,,
,,37542,University of Aberdeen,,,,,"19th Century UK Periodicals Online, Series 1 2012-2015 Agreement",2012-08-01,2015-07-31,,,,,,
,,40873,University of Aberdeen,,,,,ACS SHEDL 2013-15 (American Chemical Society) offer,2013-01-01,2015-12-31,,,,,,
,,42826,University of Aberdeen,,,,,American Chemical Society Legacy Archives ,2013-08-01,2113-07-31,,,,,,
,,45504,University of Aberdeen,,,,,American Institute of Physics (AIP) NESLi2 - 2014 to 2016 agreement,2014-01-01,2016-12-31,,,,,,
,,36038,University of Aberdeen,,,,,Annual Reviews NESLi2 2012-2014 agreement (3 year commitment) ,2012-01-01,2014-12-31,,,,,,
,,40427,University of Aberdeen,,,,,BioOne NESLi2 SMP 2013-2014 offer,2013-01-01,2014-12-31,,,,,,
,,40635,University of Aberdeen,,,,,Bloomsbury Journals Collection SHEDL 2013-2015 offer ,2013-01-01,2015-12-31,,,,,,
,,42259,University of Aberdeen,,,,,"Brill Journal Archive Online Parts 1, 1a and 2  (JOBA1 & 2) - Vol 1 to 2009 - June 2013 to December 2018",2013-05-30,2018-12-31,,,,,,
,,45684,University of Aberdeen,,,,,Brill Journals SHEDL agreement 2014-16,2014-01-01,2016-12-31,,,,,,
,,32075,University of Aberdeen,,,,,Cambridge Journals Digital Archive,2010-08-19,2015-06-30,,,,,,
,,38352,University of Aberdeen,,,,,Cambridge University Press SHEDL 2012-2014 offer,2012-01-01,2014-12-31,,,,,,
,,36916,University of Aberdeen,,,,,Cell Press NESLi2 2012 to 2016 offer,2012-01-01,2016-12-31,,,,,,
,,37089,University of Aberdeen,,,,,Digimap Ordnance Survey Collection®  2011-2016,2012-01-19,2016-07-31,,,,,,
,,45052,University of Aberdeen,,,,,Duke University Press NESLi2 SMP 2014 offer,2014-01-01,2014-12-31,,,,,,
,,44451,University of Aberdeen,,,,,Early English Books Online - Text Creation Partnership 2014-2016,2014-01-01,2016-12-31,,,,,,
,,42206,University of Aberdeen,,,,,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2016",2013-08-01,2014-07-31,,,,,,
,,41686,University of Aberdeen,,,,,Elsevier Gold OA 2013 Prepayment Scheme,2013-03-31,2014-04-01,,,,,,
,,36166,University of Aberdeen,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,45049,University of Aberdeen,,,,,Embase (via the Ovid platform): 2013 - 2016 Agreement ,2013-11-14,2016-07-31,,,,,,
,,40514,University of Aberdeen,,,,,EUP SHEDL 2013-2015 (Edinburgh University Press) offer,2013-01-01,2015-12-31,,,,,,
,,27431,University of Aberdeen,,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2009-09-23,2014-08-31,,,,,,
,,44380,University of Aberdeen,,,,,Gale Virtual Reference Library e-book collection evidence-based purchase,2013-10-01,2014-03-31,,,,,,
,,45164,University of Aberdeen,,,,,ICE Publishing NESLi2 SMP 2014 offer,2014-01-01,2014-12-31,,,,,,
,,45615,University of Aberdeen,,,,,Institution of Civil Engineers Virtual Library Archive (1836-2001),2014-01-01,2018-12-31,,,,,,
,,35599,University of Aberdeen,,,,,Internet Archaeology and Internet Archaeology Archive 1996-2006 ,2011-08-18,2014-12-31,,,,,,
,,45304,University of Aberdeen,,,,,IOP Publishing NESLi2 2014 agreement - Option 2,2014-01-01,2014-12-31,,,,,,
,,41408,University of Aberdeen,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-02-25,2018-02-06,,,,,,
,,39272,University of Aberdeen,,,,,JSTOR - Arts & Sciences I Collection 2012 renewal,2012-08-22,2015-07-31,,,,,,
,,39273,University of Aberdeen,,,,,JSTOR - Arts & Sciences II Collection-2012 renewal,2012-08-22,2015-07-31,,,,,,
,,39274,University of Aberdeen,,,,,JSTOR - Arts & Sciences III Collection-2012 renewal,2012-08-22,2015-07-31,,,,,,
,,39275,University of Aberdeen,,,,,JSTOR - Arts & Sciences IV Collection-2012 renewal,2012-08-22,2015-07-31,,,,,,
,,43192,University of Aberdeen,,,,,JSTOR - Arts & Sciences VI Collection-2012-15 renewal,2013-07-19,2015-07-31,,,,,,
,,39276,University of Aberdeen,,,,,JSTOR - Arts & Sciences VII Collection-2012 renewal ,2012-08-22,2015-07-31,,,,,,
,,39277,University of Aberdeen,,,,,JSTOR - Life Sciences Collection-2012 renewal,2012-08-22,2015-07-31,,,,,,
,,45284,University of Aberdeen,,,,,Karger SHEDL 2014-16,2014-01-01,2016-12-31,,,,,,
,,41011,University of Aberdeen,,,,,Literature Online  2013 - 2015,2013-01-01,2015-12-31,,,,,,
,,32793,University of Aberdeen,,,,,Marine Digimap,2010-10-19,2016-07-31,,,,,,
,,44586,University of Aberdeen,,,,,Nature Publishing Group NESLi2 Journals Agreement 2014,2014-01-01,2014-12-31,,,,,,
,,43364,University of Aberdeen,,,,,Oxford Dictionary of National Biography 2013-2014,2013-09-01,2014-08-31,,,,,,
,,43365,University of Aberdeen,,,,,Oxford English Dictionary Online 2013-2014,2013-09-01,2014-08-31,,,,,,
,,35708,University of Aberdeen,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2011-08-31,2014-07-31,,,,,,
,,41138,University of Aberdeen,,,,,Oxford Journals SHEDL 2013-2015 offer,2013-01-01,2015-12-31,,,,,,
,,43929,University of Aberdeen,,,,,Oxford Scholarship Online 2013-2014,2013-09-03,2014-08-31,,,,,,
,,42692,University of Aberdeen,,,,,Portico,2013-06-26,2014-08-31,,,,,,
,,44846,University of Aberdeen,,,,,Project MUSE SHEDL 2014 Offer,2014-01-01,2014-12-31,,,,,,
,,44478,University of Aberdeen,,,,,Public Information Online 2013-2016,2013-11-01,2016-10-31,,,,,,
,,45492,University of Aberdeen,,,,,PYMCA for Education,2013-12-17,2014-11-30,,,,,,
,,36869,University of Aberdeen,,,,,Reaxys 2011-2014,2011-12-15,2014-10-31,,,,,,
,,39850,University of Aberdeen,,,,,Royal Society of Chemistry NESLi2 2013-15 RSC Gold offer,2013-01-01,2015-12-31,,,,,,
,,45439,University of Aberdeen,,,,,RSC Journals Archive 1841-2007 for NESLi2 subscribers,2014-01-01,2018-12-31,,,,,,
,,41598,University of Aberdeen,,,,,RSC Journals Archive 2005-2007 for NESLi2 and/or 1841-2004 Archive Subscribers,2013-03-08,2018-12-31,,,,,,
,,41948,University of Aberdeen,,,,,SAGE Publications SHEDL 2013-15 Offer,2013-01-01,2015-12-31,,,,,,
,,34179,University of Aberdeen,,,,,SciVerse Scopus ,2011-05-18,2015-03-31,,,,,,
,,45974,University of Aberdeen,,,,,SCOAP3 Project,2014-01-01,2016-12-31,,,,,,
,,36228,University of Aberdeen,,,,,Scran 2011 renewal,2011-11-01,2014-10-31,,,,,,
,,42982,University of Aberdeen,,,,,SHEDL JoVE (Journal of Visualized Excperiments),2013-08-01,2016-07-31,,,,,,
,,44888,University of Aberdeen,,,,,SHEDL Web of Knowledge 2013-2018,2013-10-01,2018-09-30,,,,,,
,,38891,University of Aberdeen,,,,,Springer Science + Business Media SHEDL 2012-2014 offer,2012-01-01,2014-12-31,,,,,,
,,40688,University of Aberdeen,,,,,Springer SHEDL Adis Journals 2013-2014,2013-01-01,2015-12-31,,,,,,
,,41834,University of Aberdeen,,,,,SpringerProtocols,2013-04-26,2017-12-31,,,,,,
,,42741,University of Aberdeen,,,,,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive - 2013 to 2016",2013-07-01,2016-06-30,,,,,,
,,45440,University of Aberdeen,,,,,The Burney Collection ,2014-01-01,2015-07-31,,,,,,
,,30097,University of Aberdeen,,,,,Web of Science Backfiles,2007-08-31,2110-08-30,,,,,,
,,33393,University of Abertay Dundee,,,,,19th Century British Pamphlets,2010-12-14,2019-07-31,,,,,,
,,40874,University of Abertay Dundee,,,,,ACS SHEDL 2013-15 (American Chemical Society) offer,2013-01-01,2015-12-31,,,,,,
,,42838,University of Abertay Dundee,,,,,American Chemical Society Legacy Archives ,2013-08-01,2113-07-31,,,,,,
,,25832,University of Abertay Dundee,,,,,BFI InView ,2010-03-19,2014-08-31,,,,,,
,,25871,University of Abertay Dundee,,,,,BIOSIS Previews Backfile 1969-2008,2010-03-19,2112-09-30,,,,,,
,,40636,University of Abertay Dundee,,,,,Bloomsbury Journals Collection SHEDL 2013-2015 offer ,2013-01-01,2015-12-31,,,,,,
,,42572,University of Abertay Dundee,,,,,"Brill Journal Archive Online Parts 1, 1a and 2  (JOBA1 & 2) - Vol 1 to 2009 - June 2013 to December 2018",2013-06-19,2018-12-31,,,,,,
,,45685,University of Abertay Dundee,,,,,Brill Journals SHEDL agreement 2014-16,2014-01-01,2016-12-31,,,,,,
,,32392,University of Abertay Dundee,,,,,Cambridge Journals Digital Archive,2010-09-17,2015-06-30,,,,,,
,,38354,University of Abertay Dundee,,,,,Cambridge University Press SHEDL 2012-2014 offer,2012-01-01,2014-12-31,,,,,,
,,33396,University of Abertay Dundee,,,,,Carl Giles Digital Archive,2010-12-14,2100-09-01,,,,,,
,,35953,University of Abertay Dundee,,,,,Digital Library of Core E-Resources on Ireland,2011-09-26,2034-03-31,,,,,,
,,36180,University of Abertay Dundee,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,40515,University of Abertay Dundee,,,,,EUP SHEDL 2013-2015 (Edinburgh University Press) offer,2013-01-01,2015-12-31,,,,,,
,,27432,University of Abertay Dundee,,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2010-03-19,2014-08-31,,,,,,
,,35954,University of Abertay Dundee,,,,,Internet Archaeology and Internet Archaeology Archive 1996-2006 ,2011-09-26,2014-12-31,,,,,,
,,37215,University of Abertay Dundee,,,,,IOP Journal Archive 1874-1998,2012-02-21,2014-12-31,,,,,,
,,41550,University of Abertay Dundee,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-03-06,2018-02-06,,,,,,
,,35955,University of Abertay Dundee,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2011-09-26,2014-07-31,,,,,,
,,41139,University of Abertay Dundee,,,,,Oxford Journals SHEDL 2013-2015 offer,2013-01-01,2015-12-31,,,,,,
,,44847,University of Abertay Dundee,,,,,Project MUSE SHEDL 2014 Offer,2014-01-01,2014-12-31,,,,,,
,,41949,University of Abertay Dundee,,,,,SAGE Publications SHEDL 2013-15 Offer,2013-01-01,2015-12-31,,,,,,
,,42983,University of Abertay Dundee,,,,,SHEDL JoVE (Journal of Visualized Excperiments),2013-08-01,2016-07-31,,,,,,
,,44889,University of Abertay Dundee,,,,,SHEDL Web of Knowledge 2013-2018,2013-10-01,2018-09-30,,,,,,
,,38892,University of Abertay Dundee,,,,,Springer Science + Business Media SHEDL 2012-2014 offer,2012-01-01,2014-12-31,,,,,,
,,40689,University of Abertay Dundee,,,,,Springer SHEDL Adis Journals 2013-2014,2013-01-01,2015-12-31,,,,,,
,,42099,University of Abertay Dundee,,,,,SpringerProtocols,2013-05-15,2017-12-31,,,,,,
,,42871,University of Abertay Dundee,,,,,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive",2013-07-05,2016-06-30,,,,,,
,,30098,University of Abertay Dundee,,,,,Web of Science Backfiles,2007-08-31,2110-08-30,,,,,,
,,40435,University of Bath,,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection from 2013-2014",2012-11-01,2014-10-31,,,,,,
,,43293,University of Bath,,,,,American Chemical Society Legacy Archives ,2013-08-01,2113-07-31,,,,,,
,,39914,University of Bath,,,,,American Chemical Society NESLi2 2013-15 agreement,2013-01-01,2015-12-31,,,,,,
,,46030,University of Bath,,,,,American Institute of Physics (AIP) NESLi2 - 2014 to 2016 agreement,2014-01-22,2016-12-31,,,,,,
,,45029,University of Bath,,,,,Annual Reviews NESLi2 2012 to 2014 agreement (Annual commitment - 2014 only) ,2013-11-13,2016-09-13,,,,,,
,,45645,University of Bath,,,,,BMJ Journals Online Collection - NESLi2 2013-2014 agreement,2014-01-03,2014-12-31,,,,,,
,,43353,University of Bath,,,,,Brill Journal Archive Online 2013 - 2018,2013-07-31,2018-12-31,,,,,,
,,34052,University of Bath,,,,,British Standards Online,2011-06-01,2014-05-31,,,,,,
,,37363,University of Bath,,,,,Bureau van Dijk Databases 2012-2015 Agreement ,2012-12-01,2015-11-30,,,,,,
,,32661,University of Bath,,,,,Cambridge Journals Digital Archive,2010-10-08,2015-06-30,,,,,,
,,35703,University of Bath,,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-08-31,2016-07-31,,,,,,
,,43294,University of Bath,,,,,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2014",2013-08-01,2014-07-31,,,,,,
,,42722,University of Bath,,,,,Elsevier Gold OA 2013 Prepayment Scheme,2013-06-28,2014-04-01,,,,,,
,,36257,University of Bath,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,45112,University of Bath,,,,,Environment Digimap (2013-2014),2013-11-20,2014-07-31,,,,,,
,,27433,University of Bath,,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2009-11-17,2014-08-31,,,,,,
,,44254,University of Bath,,,,,Grove Art Online only 2013-2014,2013-09-26,2014-08-31,,,,,,
,,42187,University of Bath,,,,,Historic Digimap 2013-2016 agreement,2013-08-01,2016-07-31,,,,,,
,,44397,University of Bath,,,,,IMechE NESLi2 SMP 2013-2014 offer,2013-10-01,2014-12-31,,,,,,
,,37295,University of Bath,,,,,Independent Scholarly Publishers Group 2012-14,2012-04-16,2014-12-31,,,,,,
,,45419,University of Bath,,,,,IOP Publishing NESLi2 2014 agreement - Option 2,2014-01-01,2014-12-31,,,,,,
,,42098,University of Bath,,,,,JISC Historic Books and JISC Journal Archives for HE 2013-2014,2013-08-01,2014-07-31,,,,,,
,,44256,University of Bath,,,,,Journal Citation Reports 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,41607,University of Bath,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-03-11,2018-02-06,,,,,,
,,39060,University of Bath,,,,,JSTOR - Arts & Sciences I Collection 2012 renewal,2012-08-06,2015-07-31,,,,,,
,,39061,University of Bath,,,,,JSTOR - Arts & Sciences II Collection-2012 renewal,2012-08-06,2015-07-31,,,,,,
,,39062,University of Bath,,,,,JSTOR - Arts & Sciences III Collection-2012 renewal,2012-08-06,2015-07-31,,,,,,
,,39063,University of Bath,,,,,JSTOR - Arts & Sciences IV Collection-2012 renewal,2012-08-06,2015-07-31,,,,,,
,,42630,University of Bath,,,,,JSTOR - Arts & Sciences IX Collection-2012-15 renewal,2013-06-21,2015-07-31,,,,,,
,,39064,University of Bath,,,,,JSTOR - Arts & Sciences V Collection 2012 renewal,2012-08-06,2015-07-31,,,,,,
,,39065,University of Bath,,,,,JSTOR - Arts & Sciences VI Collection-2012 renewal,2012-08-06,2015-07-31,,,,,,
,,39066,University of Bath,,,,,JSTOR - Arts & Sciences VII Collection-2012 renewal ,2012-08-06,2015-07-31,,,,,,
,,42631,University of Bath,,,,,JSTOR - Arts & Sciences XII Collection 2012-15 renewal,2013-06-21,2015-07-31,,,,,,
,,39067,University of Bath,,,,,JSTOR - Life Sciences Collection-2012 renewal,2012-08-06,2015-07-31,,,,,,
,,39006,University of Bath,,,,,Knovel Interactive Library 2012 - 2015,2012-08-01,2015-07-31,,,,,,
,,44866,University of Bath,,,,,Nature Publishing Group NESLi2 Journals Agreement 2014,2014-01-01,2014-12-31,,,,,,
,,44255,University of Bath,,,,,Oxford English Dictionary Online 2013-2014,2013-09-26,2014-08-31,,,,,,
,,35706,University of Bath,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2011-08-31,2014-07-31,,,,,,
,,43378,University of Bath,,,,,Oxford Language Dictionaries Online 2013-2014,2013-09-01,2014-08-31,,,,,,
,,44253,University of Bath,,,,,Oxford Reference Online Premium Collection: for existing subscribers only 2013-2014,2013-09-26,2014-08-31,,,,,,
,,37492,University of Bath,,,,,Pidgeon Digital (2012 to 2015),2012-08-01,2015-07-31,,,,,,
,,44691,University of Bath,,,,,Project MUSE 2014 NESLi2 Agreement,2014-01-01,2014-12-31,,,,,,
,,45812,University of Bath,,,,,PYMCA for Education,2014-01-16,2014-11-30,,,,,,
,,36882,University of Bath,,,,,Reaxys 2011-2014,2011-12-15,2014-10-31,,,,,,
,,39915,University of Bath,,,,,Royal Society of Chemistry NESLi2 2013-15 RSC Gold offer,2013-01-01,2015-12-31,,,,,,
,,45392,University of Bath,,,,,RSC Journals Archive 1841-2007 for NESLi2 subscribers,2014-01-01,2018-12-31,,,,,,
,,45192,University of Bath,,,,,RSC Journals Archive 2005-2007 for NESLi2 and/or 1841-2004 Archive Subscribers,2013-11-29,2018-12-31,,,,,,
,,40707,University of Bath,,,,,SAGE NESLi2 2013-14 Offer,2012-11-23,2014-12-31,,,,,,
,,45976,University of Bath,,,,,SCOAP3 Project,2014-01-01,2016-12-31,,,,,,
